customer_id,log_month,session_count,avg_session_minutes,feature_adoption_score,last_active_date
1452-KIOVK,2026-05-01,9,27.31,0.374,2026-05-13
1452-KIOVK,2026-06-01,6,14.49,0.431,2026-06-03
1452-KIOVK,2026-07-01,9,18.28,0.495,2026-07-14
1452-KIOVK,2026-08-01,7,13.7,0.454,2026-08-13
6713-OKOMC,2026-03-01,23,32.23,0.742,2026-03-10
6713-OKOMC,2026-04-01,21,16.03,0.817,2026-04-22
6713-OKOMC,2026-05-01,6,29.19,0.565,2026-05-12
6713-OKOMC,2026-06-01,12,24.04,0.626,2026-06-14
6713-OKOMC,2026-07-01,17,29.6,0.595,2026-07-13
6713-OKOMC,2026-08-01,27,8.69,0.603,2026-08-01
7892-POOKP,2026-03-01,9,19.81,0.683,2026-03-06
7892-POOKP,2026-04-01,25,4.0,0.638,2026-04-12
7892-POOKP,2026-05-01,4,45.51,0.685,2026-05-03
7892-POOKP,2026-06-01,2,23.25,0.803,2026-06-01
7892-POOKP,2026-07-01,17,25.32,0.609,2026-07-04
7892-POOKP,2026-08-01,16,13.49,0.786,2026-08-15
6388-TABGU,2026-03-01,21,31.01,0.843,2026-03-13
6388-TABGU,2026-04-01,30,32.57,0.603,2026-04-13
6388-TABGU,2026-05-01,15,13.93,0.67,2026-05-26
6388-TABGU,2026-06-01,20,27.96,0.529,2026-06-08
6388-TABGU,2026-07-01,11,26.31,0.725,2026-07-23
6388-TABGU,2026-08-01,28,32.78,0.677,2026-08-09
9763-GRSKD,2026-03-01,5,37.79,0.947,2026-03-09
9763-GRSKD,2026-04-01,1,45.28,0.782,2026-04-08
9763-GRSKD,2026-05-01,3,5.05,0.955,2026-05-15
9763-GRSKD,2026-06-01,11,47.79,0.873,2026-06-02
9763-GRSKD,2026-07-01,10,44.12,0.871,2026-07-21
9763-GRSKD,2026-08-01,5,35.12,0.85,2026-08-23
7469-LKBCI,2026-03-01,10,0.0,0.55,2026-03-04
7469-LKBCI,2026-04-01,11,46.01,0.619,2026-04-17
7469-LKBCI,2026-05-01,35,50.96,0.765,2026-05-19
7469-LKBCI,2026-06-01,28,33.68,0.526,2026-06-15
7469-LKBCI,2026-07-01,14,40.8,0.562,2026-07-16
7469-LKBCI,2026-08-01,21,20.41,0.489,2026-08-22
8091-TTVAX,2026-03-01,8,29.25,0.418,2026-03-26
8091-TTVAX,2026-04-01,3,16.02,0.424,2026-04-12
8091-TTVAX,2026-05-01,13,26.47,0.468,2026-05-04
8091-TTVAX,2026-06-01,6,39.22,0.351,2026-06-03
8091-TTVAX,2026-07-01,13,30.47,0.213,2026-07-18
8091-TTVAX,2026-08-01,3,2.45,0.442,2026-08-16
0280-XJGEX,2026-03-01,12,29.48,0.791,2026-03-01
0280-XJGEX,2026-04-01,13,37.03,0.675,2026-04-03
0280-XJGEX,2026-05-01,2,39.7,0.507,2026-05-09
0280-XJGEX,2026-06-01,12,10.44,0.492,2026-06-15
0280-XJGEX,2026-07-01,15,20.35,0.374,2026-07-21
0280-XJGEX,2026-08-01,4,0.72,0.444,2026-08-10
5129-JLPIS,2026-03-01,13,31.54,0.197,2026-03-04
5129-JLPIS,2026-04-01,8,49.35,0.435,2026-04-25
5129-JLPIS,2026-05-01,13,18.62,0.341,2026-05-21
5129-JLPIS,2026-06-01,8,48.21,0.391,2026-06-07
5129-JLPIS,2026-07-01,3,16.93,0.481,2026-07-10
5129-JLPIS,2026-08-01,8,44.2,0.331,2026-08-05
3655-SNQYZ,2026-03-01,4,3.74,0.675,2026-03-20
3655-SNQYZ,2026-04-01,6,20.61,0.49,2026-04-01
3655-SNQYZ,2026-05-01,6,24.76,0.685,2026-05-10
3655-SNQYZ,2026-06-01,6,2.24,0.592,2026-06-06
3655-SNQYZ,2026-07-01,2,27.95,0.684,2026-07-04
3655-SNQYZ,2026-08-01,5,19.15,0.666,2026-08-17
8191-XWSZG,2026-03-01,0,9.98,0.604,2026-03-09
8191-XWSZG,2026-04-01,4,9.99,0.609,2026-04-09
8191-XWSZG,2026-05-01,2,13.48,0.579,2026-05-11
8191-XWSZG,2026-06-01,7,8.6,0.619,2026-06-22
8191-XWSZG,2026-07-01,5,10.3,0.507,2026-07-01
8191-XWSZG,2026-08-01,7,5.1,0.621,2026-08-12
9959-WOFKT,2026-03-01,12,3.51,0.541,2026-03-26
9959-WOFKT,2026-04-01,24,19.04,0.661,2026-04-21
9959-WOFKT,2026-05-01,9,14.38,0.72,2026-05-06
9959-WOFKT,2026-06-01,15,8.23,0.573,2026-06-03
9959-WOFKT,2026-07-01,15,23.05,0.609,2026-07-13
9959-WOFKT,2026-08-01,13,17.72,0.648,2026-08-16
4190-MFLUW,2026-03-01,14,18.81,0.33,2026-03-21
4190-MFLUW,2026-04-01,14,13.8,0.608,2026-04-22
4190-MFLUW,2026-05-01,6,15.88,0.533,2026-05-01
4190-MFLUW,2026-06-01,3,22.36,0.432,2026-06-01
4190-MFLUW,2026-07-01,12,10.75,0.397,2026-07-23
4190-MFLUW,2026-08-01,16,8.48,0.46,2026-08-16
4183-MYFRB,2026-03-01,11,13.78,0.687,2026-03-21
4183-MYFRB,2026-04-01,12,95.94,0.62,2026-04-09
4183-MYFRB,2026-05-01,6,32.38,0.501,2026-05-14
4183-MYFRB,2026-06-01,18,70.45,0.402,2026-06-23
4183-MYFRB,2026-07-01,21,82.31,0.544,2026-07-11
4183-MYFRB,2026-08-01,12,73.54,0.418,2026-08-21
8779-QRDMV,2026-03-01,5,47.97,0.388,2026-03-07
8779-QRDMV,2026-04-01,8,47.24,0.311,2026-04-23
8779-QRDMV,2026-05-01,6,50.84,0.363,2026-05-23
8779-QRDMV,2026-06-01,9,32.96,0.366,2026-06-17
8779-QRDMV,2026-07-01,19,51.0,0.423,2026-07-24
8779-QRDMV,2026-08-01,5,39.66,0.418,2026-08-09
1680-VDCWW,2026-03-01,34,27.02,0.696,2026-03-24
1680-VDCWW,2026-04-01,15,16.52,0.625,2026-04-14
1680-VDCWW,2026-05-01,5,26.94,0.678,2026-05-17
1680-VDCWW,2026-06-01,41,41.8,0.794,2026-06-12
1680-VDCWW,2026-07-01,15,7.14,0.755,2026-07-09
1680-VDCWW,2026-08-01,45,31.25,0.521,2026-08-07
1066-JKSGK,2026-03-01,12,19.86,0.795,2026-03-02
1066-JKSGK,2026-04-01,28,5.6,0.742,2026-04-14
1066-JKSGK,2026-05-01,17,31.3,0.568,2026-05-14
1066-JKSGK,2026-06-01,10,23.71,0.675,2026-06-17
1066-JKSGK,2026-07-01,7,35.44,0.428,2026-07-06
1066-JKSGK,2026-08-01,0,53.03,0.465,2026-08-06
3638-WEABW,2026-03-01,2,14.8,0.339,2026-03-25
3638-WEABW,2026-04-01,1,25.54,0.488,2026-04-08
3638-WEABW,2026-05-01,3,17.94,0.302,2026-05-10
3638-WEABW,2026-06-01,4,16.11,0.424,2026-06-04
3638-WEABW,2026-07-01,4,8.56,0.488,2026-07-11
3638-WEABW,2026-08-01,7,21.9,0.55,2026-08-15
6322-HRPFA,2026-03-01,16,35.07,0.431,2026-03-02
6322-HRPFA,2026-04-01,36,28.23,0.487,2026-04-22
6322-HRPFA,2026-05-01,13,41.53,0.46,2026-05-20
6322-HRPFA,2026-06-01,37,26.51,0.407,2026-06-10
6322-HRPFA,2026-07-01,48,23.67,0.48,2026-07-15
6322-HRPFA,2026-08-01,1,10.7,0.452,2026-08-22
6865-JZNKO,2026-03-01,24,18.41,0.804,2026-03-16
6865-JZNKO,2026-04-01,14,37.16,0.763,2026-04-14
6865-JZNKO,2026-05-01,14,27.38,0.869,2026-05-03
6865-JZNKO,2026-06-01,22,30.92,0.642,2026-06-19
6865-JZNKO,2026-07-01,38,45.63,0.816,2026-07-11
6865-JZNKO,2026-08-01,20,28.14,0.811,2026-08-14
6467-CHFZW,2026-03-01,13,51.46,0.448,2026-03-06
6467-CHFZW,2026-04-01,12,50.01,0.217,2026-04-13
6467-CHFZW,2026-05-01,21,54.82,0.365,2026-05-16
6467-CHFZW,2026-06-01,9,21.66,0.252,2026-06-09
6467-CHFZW,2026-07-01,8,28.1,0.307,2026-07-15
6467-CHFZW,2026-08-01,8,5.05,0.377,2026-08-26
8665-UTDHZ,2026-03-01,4,11.22,0.433,2026-03-22
8665-UTDHZ,2026-04-01,24,6.37,0.584,2026-04-01
8665-UTDHZ,2026-05-01,20,9.95,0.299,2026-05-16
8665-UTDHZ,2026-06-01,8,23.57,0.401,2026-06-21
8665-UTDHZ,2026-07-01,5,12.65,0.259,2026-07-06
8665-UTDHZ,2026-08-01,4,5.98,0.346,2026-08-01
5248-YGIJN,2026-03-01,23,84.54,0.456,2026-03-08
5248-YGIJN,2026-04-01,34,50.84,0.209,2026-04-04
5248-YGIJN,2026-05-01,10,48.13,0.368,2026-05-04
5248-YGIJN,2026-06-01,38,99.06,0.365,2026-06-16
5248-YGIJN,2026-07-01,21,61.04,0.418,2026-07-16
5248-YGIJN,2026-08-01,30,35.99,0.39,2026-08-07
8773-HHUOZ,2026-03-01,35,14.67,0.394,2026-03-13
8773-HHUOZ,2026-04-01,8,37.36,0.381,2026-04-02
8773-HHUOZ,2026-05-01,37,17.42,0.452,2026-05-17
8773-HHUOZ,2026-06-01,37,15.22,0.384,2026-06-11
8773-HHUOZ,2026-07-01,49,18.69,0.376,2026-07-01
8773-HHUOZ,2026-08-01,50,13.34,0.595,2026-08-07
3841-NFECX,2026-03-01,37,0.0,0.598,2026-03-14
3841-NFECX,2026-04-01,16,28.65,0.559,2026-04-05
3841-NFECX,2026-05-01,19,26.35,0.475,2026-05-16
3841-NFECX,2026-06-01,24,19.43,0.73,2026-06-25
3841-NFECX,2026-07-01,29,37.91,0.647,2026-07-07
3841-NFECX,2026-08-01,28,47.6,0.645,2026-08-17
4929-XIHVW,2026-03-01,16,23.61,0.608,2026-03-20
4929-XIHVW,2026-04-01,5,13.0,0.547,2026-04-17
4929-XIHVW,2026-05-01,6,39.87,0.756,2026-05-12
4929-XIHVW,2026-06-01,14,24.43,0.558,2026-06-01
4929-XIHVW,2026-07-01,24,41.44,0.682,2026-07-04
4929-XIHVW,2026-08-01,10,16.06,0.661,2026-08-20
6827-IEAUQ,2026-03-01,35,23.99,0.325,2026-03-07
6827-IEAUQ,2026-04-01,3,20.55,0.262,2026-04-11
6827-IEAUQ,2026-05-01,23,31.16,0.349,2026-05-20
6827-IEAUQ,2026-06-01,32,25.62,0.376,2026-06-22
6827-IEAUQ,2026-07-01,21,1.07,0.276,2026-07-10
6827-IEAUQ,2026-08-01,19,12.96,0.337,2026-08-07
7310-EGVHZ,2026-03-01,3,17.21,0.98,2026-03-04
7310-EGVHZ,2026-04-01,25,43.66,0.837,2026-04-07
7310-EGVHZ,2026-05-01,0,26.38,0.833,2026-05-05
7310-EGVHZ,2026-06-01,16,97.94,0.821,2026-06-19
7310-EGVHZ,2026-07-01,26,48.18,0.889,2026-07-17
7310-EGVHZ,2026-08-01,37,52.5,0.738,2026-08-02
3413-BMNZE,2026-03-01,17,30.48,0.552,2026-03-08
3413-BMNZE,2026-04-01,14,0.0,0.573,2026-04-09
3413-BMNZE,2026-05-01,17,11.74,0.533,2026-05-01
3413-BMNZE,2026-06-01,22,29.04,0.536,2026-06-03
3413-BMNZE,2026-07-01,21,19.59,0.544,2026-07-05
3413-BMNZE,2026-08-01,22,4.51,0.576,2026-08-15
6234-RAAPL,2026-03-01,15,39.77,0.444,2026-03-02
6234-RAAPL,2026-04-01,19,2.97,0.356,2026-04-13
6234-RAAPL,2026-05-01,3,54.59,0.442,2026-05-15
6234-RAAPL,2026-06-01,26,32.5,0.458,2026-06-26
6234-RAAPL,2026-07-01,15,36.94,0.514,2026-07-07
6234-RAAPL,2026-08-01,11,54.69,0.435,2026-08-10
6047-YHPVI,2026-03-01,10,18.06,0.03,2026-03-24
6047-YHPVI,2026-04-01,17,19.14,0.02,2026-04-10
6047-YHPVI,2026-05-01,15,18.29,0.117,2026-05-05
6047-YHPVI,2026-06-01,8,24.01,0.02,2026-06-27
6047-YHPVI,2026-07-01,7,11.73,0.031,2026-07-12
6047-YHPVI,2026-08-01,10,7.61,0.098,2026-08-11
6572-ADKRS,2026-03-01,40,18.89,0.1,2026-03-12
6572-ADKRS,2026-04-01,49,6.02,0.397,2026-04-07
6572-ADKRS,2026-05-01,24,12.25,0.213,2026-05-12
6572-ADKRS,2026-06-01,38,19.71,0.386,2026-06-03
6572-ADKRS,2026-07-01,27,27.03,0.378,2026-07-18
6572-ADKRS,2026-08-01,13,2.49,0.155,2026-08-22
5380-WJKOV,2026-03-01,25,27.12,0.504,2026-03-09
5380-WJKOV,2026-04-01,32,35.8,0.372,2026-04-22
5380-WJKOV,2026-05-01,50,26.53,0.36,2026-05-18
5380-WJKOV,2026-06-01,28,37.48,0.345,2026-06-07
5380-WJKOV,2026-07-01,39,64.94,0.339,2026-07-02
5380-WJKOV,2026-08-01,16,72.99,0.539,2026-08-15
8168-UQWWF,2026-03-01,2,14.67,0.634,2026-03-18
8168-UQWWF,2026-04-01,5,19.22,0.493,2026-04-05
8168-UQWWF,2026-05-01,8,12.98,0.548,2026-05-22
8168-UQWWF,2026-06-01,4,6.89,0.304,2026-06-22
8168-UQWWF,2026-07-01,0,8.07,0.369,2026-07-10
8168-UQWWF,2026-08-01,2,13.06,0.386,2026-08-22
8865-TNMNX,2026-03-01,5,12.2,0.596,2026-03-11
8865-TNMNX,2026-04-01,13,12.95,0.66,2026-04-20
8865-TNMNX,2026-05-01,8,10.16,0.599,2026-05-20
8865-TNMNX,2026-06-01,13,36.39,0.59,2026-06-16
8865-TNMNX,2026-07-01,5,31.29,0.72,2026-07-12
8865-TNMNX,2026-08-01,7,19.88,0.561,2026-08-07
9489-DEDVP,2026-03-01,16,4.66,0.288,2026-03-09
9489-DEDVP,2026-04-01,11,37.72,0.611,2026-04-16
9489-DEDVP,2026-05-01,13,39.58,0.528,2026-05-27
9489-DEDVP,2026-06-01,0,24.52,0.455,2026-06-24
9489-DEDVP,2026-07-01,21,16.16,0.361,2026-07-09
9489-DEDVP,2026-08-01,24,15.01,0.424,2026-08-11
9867-JCZSP,2026-03-01,11,16.49,0.326,2026-03-12
9867-JCZSP,2026-04-01,6,20.31,0.397,2026-04-27
9867-JCZSP,2026-05-01,0,42.34,0.429,2026-05-23
9867-JCZSP,2026-06-01,0,22.67,0.248,2026-06-16
9867-JCZSP,2026-07-01,11,39.76,0.381,2026-07-19
9867-JCZSP,2026-08-01,13,22.63,0.494,2026-08-16
4671-VJLCL,2026-03-01,28,40.96,0.583,2026-03-11
4671-VJLCL,2026-04-01,16,40.75,0.583,2026-04-08
4671-VJLCL,2026-05-01,25,33.57,0.319,2026-05-18
4671-VJLCL,2026-06-01,4,31.95,0.458,2026-06-23
4671-VJLCL,2026-07-01,4,37.25,0.639,2026-07-14
4671-VJLCL,2026-08-01,23,68.39,0.536,2026-08-22
4080-IIARD,2026-03-01,19,44.7,0.415,2026-03-22
4080-IIARD,2026-04-01,10,13.69,0.341,2026-04-19
4080-IIARD,2026-05-01,7,27.76,0.595,2026-05-06
4080-IIARD,2026-06-01,11,32.59,0.599,2026-06-12
4080-IIARD,2026-07-01,18,28.62,0.567,2026-07-24
4080-IIARD,2026-08-01,10,43.3,0.571,2026-08-20
3714-NTNFO,2026-03-01,23,16.98,0.968,2026-03-14
3714-NTNFO,2026-04-01,15,10.9,0.952,2026-04-26
3714-NTNFO,2026-05-01,20,6.31,0.929,2026-05-27
3714-NTNFO,2026-06-01,4,21.49,0.98,2026-06-06
3714-NTNFO,2026-07-01,31,38.44,0.93,2026-07-14
3714-NTNFO,2026-08-01,20,11.67,0.836,2026-08-05
5948-UJZLF,2026-03-01,5,48.22,0.712,2026-03-08
5948-UJZLF,2026-04-01,8,79.98,0.742,2026-04-18
5948-UJZLF,2026-05-01,12,52.24,0.662,2026-05-23
5948-UJZLF,2026-06-01,17,81.55,0.652,2026-06-01
5948-UJZLF,2026-07-01,2,48.43,0.833,2026-07-22
5948-UJZLF,2026-08-01,15,15.02,0.698,2026-08-11
7760-OYPDY,2026-03-01,25,10.1,0.669,2026-03-13
7760-OYPDY,2026-04-01,27,11.69,0.885,2026-04-25
7760-OYPDY,2026-05-01,10,5.33,0.784,2026-05-12
7760-OYPDY,2026-06-01,29,10.1,0.859,2026-06-07
7760-OYPDY,2026-07-01,10,2.16,0.904,2026-07-01
7760-OYPDY,2026-08-01,16,11.53,0.796,2026-08-06
7639-LIAYI,2026-03-01,14,30.05,0.377,2026-03-23
7639-LIAYI,2026-04-01,21,8.16,0.255,2026-04-22
7639-LIAYI,2026-05-01,10,20.36,0.467,2026-05-01
7639-LIAYI,2026-06-01,10,29.22,0.418,2026-06-08
7639-LIAYI,2026-07-01,21,26.33,0.325,2026-07-05
7639-LIAYI,2026-08-01,0,22.99,0.466,2026-08-18
2954-PIBKO,2026-03-01,30,48.97,0.703,2026-03-11
2954-PIBKO,2026-04-01,0,42.58,0.708,2026-04-25
2954-PIBKO,2026-05-01,21,18.76,0.744,2026-05-16
2954-PIBKO,2026-06-01,19,27.79,0.703,2026-06-14
2954-PIBKO,2026-07-01,8,36.64,0.609,2026-07-26
2954-PIBKO,2026-08-01,28,14.37,0.738,2026-08-05
8012-SOUDQ,2026-03-01,18,14.25,0.876,2026-03-16
8012-SOUDQ,2026-04-01,17,15.58,0.825,2026-04-13
8012-SOUDQ,2026-05-01,13,2.48,0.813,2026-05-06
8012-SOUDQ,2026-06-01,20,5.55,0.883,2026-06-19
8012-SOUDQ,2026-07-01,13,0.0,0.877,2026-07-25
8012-SOUDQ,2026-08-01,29,18.74,0.777,2026-08-19
9420-LOJKX,2026-03-01,42,45.67,0.46,2026-03-22
9420-LOJKX,2026-04-01,30,32.15,0.503,2026-04-06
9420-LOJKX,2026-05-01,9,36.87,0.353,2026-05-18
9420-LOJKX,2026-06-01,39,19.16,0.284,2026-06-02
9420-LOJKX,2026-07-01,40,28.8,0.315,2026-07-08
9420-LOJKX,2026-08-01,19,11.19,0.165,2026-08-26
6575-SUVOI,2026-03-01,14,56.84,0.783,2026-03-21
6575-SUVOI,2026-04-01,4,26.42,0.699,2026-04-27
6575-SUVOI,2026-05-01,28,43.15,0.793,2026-05-09
6575-SUVOI,2026-06-01,4,32.95,0.96,2026-06-20
6575-SUVOI,2026-07-01,13,78.66,0.863,2026-07-08
6575-SUVOI,2026-08-01,23,35.41,0.761,2026-08-06
7495-OOKFY,2026-03-01,17,31.47,0.738,2026-03-24
7495-OOKFY,2026-04-01,3,19.96,0.669,2026-04-24
7495-OOKFY,2026-05-01,9,6.46,0.53,2026-05-11
7495-OOKFY,2026-06-01,2,48.52,0.521,2026-06-07
7495-OOKFY,2026-07-01,10,23.14,0.529,2026-07-21
7495-OOKFY,2026-08-01,8,28.36,0.663,2026-08-04
4667-QONEA,2026-03-01,28,9.93,0.743,2026-03-07
4667-QONEA,2026-04-01,23,17.91,0.659,2026-04-15
4667-QONEA,2026-05-01,45,0.51,0.774,2026-05-26
4667-QONEA,2026-06-01,30,9.33,0.821,2026-06-15
4667-QONEA,2026-07-01,21,5.88,0.64,2026-07-21
4667-QONEA,2026-08-01,4,27.45,0.812,2026-08-15
1658-BYGOY,2026-03-01,24,38.29,0.309,2026-03-03
1658-BYGOY,2026-04-01,21,22.97,0.46,2026-04-01
1658-BYGOY,2026-05-01,6,5.98,0.457,2026-05-14
1658-BYGOY,2026-06-01,23,32.14,0.211,2026-06-17
1658-BYGOY,2026-07-01,36,15.78,0.35,2026-07-17
1658-BYGOY,2026-08-01,20,20.99,0.278,2026-08-27
8769-KKTPH,2026-03-01,37,21.82,0.382,2026-03-11
8769-KKTPH,2026-04-01,15,60.37,0.337,2026-04-27
8769-KKTPH,2026-05-01,18,58.63,0.311,2026-05-20
8769-KKTPH,2026-06-01,40,45.67,0.261,2026-06-02
8769-KKTPH,2026-07-01,37,34.52,0.265,2026-07-13
8769-KKTPH,2026-08-01,38,24.7,0.278,2026-08-20
5067-XJQFU,2026-03-01,29,72.84,0.516,2026-03-25
5067-XJQFU,2026-04-01,23,27.96,0.404,2026-04-07
5067-XJQFU,2026-05-01,24,13.34,0.347,2026-05-22
5067-XJQFU,2026-06-01,22,37.42,0.356,2026-06-23
5067-XJQFU,2026-07-01,28,17.16,0.353,2026-07-27
5067-XJQFU,2026-08-01,29,21.63,0.427,2026-08-20
3957-SQXML,2026-03-01,13,26.51,0.598,2026-03-13
3957-SQXML,2026-04-01,12,29.18,0.631,2026-04-16
3957-SQXML,2026-05-01,6,33.35,0.471,2026-05-14
3957-SQXML,2026-06-01,9,8.44,0.553,2026-06-22
3957-SQXML,2026-07-01,11,1.99,0.544,2026-07-01
3957-SQXML,2026-08-01,21,25.31,0.586,2026-08-07
5954-BDFSG,2026-03-01,3,54.31,0.826,2026-03-20
5954-BDFSG,2026-04-01,15,0.0,0.627,2026-04-14
5954-BDFSG,2026-05-01,20,52.52,0.784,2026-05-26
5954-BDFSG,2026-06-01,32,49.31,0.695,2026-06-24
5954-BDFSG,2026-07-01,34,14.83,0.608,2026-07-04
5954-BDFSG,2026-08-01,10,26.83,0.79,2026-08-05
0434-CSFON,2026-03-01,0,6.04,0.53,2026-03-24
0434-CSFON,2026-04-01,13,42.39,0.555,2026-04-10
0434-CSFON,2026-05-01,5,15.03,0.697,2026-05-22
0434-CSFON,2026-06-01,19,5.45,0.585,2026-06-10
0434-CSFON,2026-07-01,17,25.22,0.515,2026-07-25
0434-CSFON,2026-08-01,10,10.65,0.67,2026-08-18
1215-FIGMP,2026-03-01,26,47.75,0.683,2026-03-04
1215-FIGMP,2026-04-01,22,17.21,0.724,2026-04-02
1215-FIGMP,2026-05-01,29,12.87,0.65,2026-05-10
1215-FIGMP,2026-06-01,0,11.85,0.642,2026-06-02
1215-FIGMP,2026-07-01,0,2.57,0.592,2026-07-18
1215-FIGMP,2026-08-01,28,39.39,0.62,2026-08-02
0526-SXDJP,2026-03-01,17,19.11,0.502,2026-03-11
0526-SXDJP,2026-04-01,20,14.4,0.59,2026-04-11
0526-SXDJP,2026-05-01,8,13.37,0.442,2026-05-10
0526-SXDJP,2026-06-01,6,11.65,0.332,2026-06-02
0526-SXDJP,2026-07-01,16,22.54,0.554,2026-07-08
0526-SXDJP,2026-08-01,18,18.74,0.53,2026-08-09
0557-ASKVU,2026-03-01,21,15.49,0.389,2026-03-16
0557-ASKVU,2026-04-01,22,27.04,0.515,2026-04-10
0557-ASKVU,2026-05-01,48,10.05,0.55,2026-05-27
0557-ASKVU,2026-06-01,31,24.71,0.6,2026-06-24
0557-ASKVU,2026-07-01,20,34.09,0.617,2026-07-04
0557-ASKVU,2026-08-01,23,4.21,0.636,2026-08-16
5698-BQJOH,2026-03-01,27,11.35,0.298,2026-03-21
5698-BQJOH,2026-04-01,22,20.55,0.215,2026-04-14
5698-BQJOH,2026-05-01,10,13.44,0.329,2026-05-10
5698-BQJOH,2026-06-01,13,15.05,0.262,2026-06-18
5698-BQJOH,2026-07-01,0,20.7,0.364,2026-07-19
5698-BQJOH,2026-08-01,25,28.64,0.261,2026-08-23
5122-CYFXA,2026-03-01,5,48.83,0.901,2026-03-01
5122-CYFXA,2026-04-01,14,42.29,0.897,2026-04-21
5122-CYFXA,2026-05-01,22,46.93,0.858,2026-05-17
5122-CYFXA,2026-06-01,10,42.85,0.815,2026-06-19
5122-CYFXA,2026-07-01,20,46.05,0.963,2026-07-19
5122-CYFXA,2026-08-01,8,59.43,0.882,2026-08-22
8627-ZYGSZ,2026-03-01,5,57.94,0.636,2026-03-02
8627-ZYGSZ,2026-04-01,4,39.67,0.654,2026-04-14
8627-ZYGSZ,2026-05-01,0,45.5,0.515,2026-05-17
8627-ZYGSZ,2026-06-01,21,25.16,0.597,2026-06-11
8627-ZYGSZ,2026-07-01,19,29.96,0.637,2026-07-01
8627-ZYGSZ,2026-08-01,5,26.37,0.738,2026-08-24
3410-YOQBQ,2026-03-01,12,79.82,0.499,2026-03-19
3410-YOQBQ,2026-04-01,8,75.38,0.432,2026-04-25
3410-YOQBQ,2026-05-01,3,96.82,0.452,2026-05-17
3410-YOQBQ,2026-06-01,7,51.19,0.625,2026-06-02
3410-YOQBQ,2026-07-01,8,45.66,0.489,2026-07-14
3410-YOQBQ,2026-08-01,5,41.7,0.644,2026-08-22
3170-NMYVV,2026-03-01,4,36.13,0.83,2026-03-10
3170-NMYVV,2026-04-01,31,26.08,0.83,2026-04-27
3170-NMYVV,2026-05-01,14,17.17,0.722,2026-05-06
3170-NMYVV,2026-06-01,11,11.11,0.746,2026-06-20
3170-NMYVV,2026-07-01,28,13.88,0.78,2026-07-19
3170-NMYVV,2026-08-01,33,25.18,0.719,2026-08-25
7410-OIEDU,2026-03-01,64,35.69,0.639,2026-03-05
7410-OIEDU,2026-04-01,27,34.1,0.755,2026-04-04
7410-OIEDU,2026-05-01,68,30.65,0.693,2026-05-03
7410-OIEDU,2026-06-01,52,25.1,0.599,2026-06-03
7410-OIEDU,2026-07-01,33,12.64,0.685,2026-07-05
7410-OIEDU,2026-08-01,17,19.04,0.66,2026-08-04
2273-QCKXA,2026-03-01,6,20.54,0.479,2026-03-19
2273-QCKXA,2026-04-01,21,21.26,0.499,2026-04-10
