transaction_id,customer_id,transaction_date,amount,transaction_type,status,payment_method
197,4929-XIHVW,2026-05-16,95.5,payment,success,Credit card (automatic)
198,4929-XIHVW,2026-06-16,95.5,payment,success,Credit card (automatic)
199,4929-XIHVW,2026-07-16,95.5,payment,success,Credit card (automatic)
200,4929-XIHVW,2026-08-16,95.5,payment,success,Credit card (automatic)
201,6827-IEAUQ,2026-03-16,66.15,payment,success,Mailed check
202,6827-IEAUQ,2026-04-16,66.15,payment,success,Mailed check
203,6827-IEAUQ,2026-05-16,66.15,payment,success,Mailed check
204,6827-IEAUQ,2026-06-16,66.15,payment,success,Mailed check
205,6827-IEAUQ,2026-07-16,66.15,payment,success,Mailed check
206,6827-IEAUQ,2026-08-16,66.15,payment,success,Mailed check
207,7310-EGVHZ,2026-03-16,20.2,payment,success,Bank transfer (automatic)
208,7310-EGVHZ,2026-04-16,20.2,payment,success,Bank transfer (automatic)
209,7310-EGVHZ,2026-05-16,20.2,payment,success,Bank transfer (automatic)
210,7310-EGVHZ,2026-06-16,20.2,failed_payment,failed,Bank transfer (automatic)
211,7310-EGVHZ,2026-07-16,20.2,payment,success,Bank transfer (automatic)
212,7310-EGVHZ,2026-08-16,20.2,payment,success,Bank transfer (automatic)
213,3413-BMNZE,2026-03-16,45.25,payment,success,Bank transfer (automatic)
214,3413-BMNZE,2026-04-16,45.25,payment,success,Bank transfer (automatic)
215,3413-BMNZE,2026-05-16,45.25,payment,success,Bank transfer (automatic)
216,3413-BMNZE,2026-06-16,45.25,payment,success,Bank transfer (automatic)
217,3413-BMNZE,2026-07-16,45.25,payment,success,Bank transfer (automatic)
218,3413-BMNZE,2026-08-16,45.25,payment,success,Bank transfer (automatic)
219,6234-RAAPL,2026-03-16,99.9,payment,success,Bank transfer (automatic)
220,6234-RAAPL,2026-04-16,99.9,failed_payment,failed,Bank transfer (automatic)
221,6234-RAAPL,2026-04-19,99.9,payment,success,Bank transfer (automatic)
222,6234-RAAPL,2026-05-16,99.9,payment,success,Bank transfer (automatic)
223,6234-RAAPL,2026-06-16,99.9,payment,success,Bank transfer (automatic)
224,6234-RAAPL,2026-07-16,99.9,payment,success,Bank transfer (automatic)
225,6234-RAAPL,2026-08-16,99.9,payment,success,Bank transfer (automatic)
226,6047-YHPVI,2026-03-16,69.7,payment,success,Electronic check
227,6047-YHPVI,2026-04-16,69.7,payment,success,Electronic check
228,6047-YHPVI,2026-05-16,69.7,payment,success,Electronic check
229,6047-YHPVI,2026-06-16,69.7,payment,success,Electronic check
230,6047-YHPVI,2026-07-16,69.7,payment,success,Electronic check
231,6047-YHPVI,2026-08-16,69.7,payment,success,Electronic check
232,6572-ADKRS,2026-03-16,74.8,payment,success,Credit card (automatic)
233,6572-ADKRS,2026-04-16,74.8,payment,success,Credit card (automatic)
234,6572-ADKRS,2026-05-16,74.8,payment,success,Credit card (automatic)
235,6572-ADKRS,2026-06-16,74.8,payment,success,Credit card (automatic)
236,6572-ADKRS,2026-07-16,74.8,payment,success,Credit card (automatic)
237,6572-ADKRS,2026-08-16,74.8,payment,success,Credit card (automatic)
238,5380-WJKOV,2026-03-16,106.35,payment,success,Electronic check
239,5380-WJKOV,2026-04-16,106.35,payment,success,Electronic check
240,5380-WJKOV,2026-05-16,106.35,payment,success,Electronic check
241,5380-WJKOV,2026-06-16,106.35,payment,success,Electronic check
242,5380-WJKOV,2026-07-16,106.35,payment,success,Electronic check
243,5380-WJKOV,2026-08-16,106.35,payment,success,Electronic check
244,8168-UQWWF,2026-03-16,97.85,payment,success,Bank transfer (automatic)
245,8168-UQWWF,2026-04-16,97.85,failed_payment,failed,Bank transfer (automatic)
246,8168-UQWWF,2026-05-16,97.85,payment,success,Bank transfer (automatic)
247,8168-UQWWF,2026-06-16,97.85,payment,success,Bank transfer (automatic)
248,8168-UQWWF,2026-07-16,97.85,payment,success,Bank transfer (automatic)
249,8168-UQWWF,2026-08-16,97.85,payment,success,Bank transfer (automatic)
250,8865-TNMNX,2026-03-16,49.55,payment,success,Mailed check
251,8865-TNMNX,2026-04-16,49.55,payment,success,Mailed check
252,8865-TNMNX,2026-05-16,49.55,payment,success,Mailed check
253,8865-TNMNX,2026-06-16,49.55,payment,success,Mailed check
254,8865-TNMNX,2026-07-16,49.55,payment,success,Mailed check
255,8865-TNMNX,2026-08-16,49.55,payment,success,Mailed check
256,9489-DEDVP,2026-03-16,69.2,payment,success,Credit card (automatic)
257,9489-DEDVP,2026-04-16,69.2,payment,success,Credit card (automatic)
258,9489-DEDVP,2026-05-16,69.2,payment,success,Credit card (automatic)
259,9489-DEDVP,2026-06-16,69.2,payment,success,Credit card (automatic)
260,9489-DEDVP,2026-07-16,69.2,payment,success,Credit card (automatic)
261,9489-DEDVP,2026-08-16,69.2,payment,success,Credit card (automatic)
262,9867-JCZSP,2026-03-16,20.75,payment,success,Mailed check
263,9867-JCZSP,2026-04-16,20.75,payment,success,Mailed check
264,9867-JCZSP,2026-05-16,20.75,payment,success,Mailed check
265,9867-JCZSP,2026-06-16,20.75,payment,success,Mailed check
266,9867-JCZSP,2026-07-16,20.75,payment,success,Mailed check
267,9867-JCZSP,2026-08-16,20.75,payment,success,Mailed check
268,4671-VJLCL,2026-03-16,79.85,payment,success,Credit card (automatic)
269,4671-VJLCL,2026-04-16,79.85,payment,success,Credit card (automatic)
270,4671-VJLCL,2026-05-16,79.85,payment,success,Credit card (automatic)
271,4671-VJLCL,2026-06-16,79.85,payment,success,Credit card (automatic)
272,4671-VJLCL,2026-07-16,79.85,payment,success,Credit card (automatic)
273,4671-VJLCL,2026-08-16,79.85,payment,success,Credit card (automatic)
274,4080-IIARD,2026-03-16,76.2,payment,success,Electronic check
275,4080-IIARD,2026-04-16,76.2,payment,success,Electronic check
276,4080-IIARD,2026-05-16,76.2,payment,success,Electronic check
277,4080-IIARD,2026-06-16,76.2,payment,success,Electronic check
278,4080-IIARD,2026-07-16,76.2,payment,success,Electronic check
279,4080-IIARD,2026-08-16,76.2,failed_payment,failed,Electronic check
280,4080-IIARD,2026-08-19,76.2,payment,success,Electronic check
281,3714-NTNFO,2026-03-16,84.5,payment,success,Electronic check
282,3714-NTNFO,2026-04-16,84.5,payment,success,Electronic check
283,3714-NTNFO,2026-05-16,84.5,payment,success,Electronic check
284,3714-NTNFO,2026-06-16,84.5,payment,success,Electronic check
285,3714-NTNFO,2026-07-16,84.5,payment,success,Electronic check
286,3714-NTNFO,2026-08-16,84.5,payment,success,Electronic check
287,5948-UJZLF,2026-03-16,49.25,payment,success,Mailed check
288,5948-UJZLF,2026-04-16,49.25,payment,success,Mailed check
289,5948-UJZLF,2026-05-16,49.25,payment,success,Mailed check
290,5948-UJZLF,2026-06-16,49.25,payment,success,Mailed check
291,5948-UJZLF,2026-07-16,49.25,payment,success,Mailed check
292,5948-UJZLF,2026-08-16,49.25,payment,success,Mailed check
293,7760-OYPDY,2026-03-16,80.65,payment,success,Electronic check
294,7760-OYPDY,2026-04-16,80.65,payment,success,Electronic check
295,7760-OYPDY,2026-05-16,80.65,payment,success,Electronic check
296,7760-OYPDY,2026-06-16,80.65,payment,success,Electronic check
297,7760-OYPDY,2026-07-16,80.65,payment,success,Electronic check
298,7760-OYPDY,2026-08-16,80.65,failed_payment,failed,Electronic check
299,7760-OYPDY,2026-08-19,80.65,payment,success,Electronic check
300,7639-LIAYI,2026-03-16,79.75,payment,success,Credit card (automatic)
301,7639-LIAYI,2026-04-16,79.75,payment,success,Credit card (automatic)
302,7639-LIAYI,2026-05-16,79.75,payment,success,Credit card (automatic)
303,7639-LIAYI,2026-06-16,79.75,payment,success,Credit card (automatic)
304,7639-LIAYI,2026-07-16,79.75,payment,success,Credit card (automatic)
305,7639-LIAYI,2026-08-16,79.75,payment,success,Credit card (automatic)
306,2954-PIBKO,2026-03-16,64.15,payment,success,Credit card (automatic)
307,2954-PIBKO,2026-04-16,64.15,payment,success,Credit card (automatic)
308,2954-PIBKO,2026-05-16,64.15,payment,success,Credit card (automatic)
309,2954-PIBKO,2026-06-16,64.15,payment,success,Credit card (automatic)
310,2954-PIBKO,2026-07-16,64.15,payment,success,Credit card (automatic)
311,2954-PIBKO,2026-08-16,64.15,failed_payment,failed,Credit card (automatic)
312,2954-PIBKO,2026-08-19,64.15,payment,success,Credit card (automatic)
313,8012-SOUDQ,2026-03-16,90.25,payment,success,Electronic check
314,8012-SOUDQ,2026-04-16,90.25,payment,success,Electronic check
315,8012-SOUDQ,2026-05-16,90.25,payment,success,Electronic check
316,8012-SOUDQ,2026-06-16,90.25,payment,success,Electronic check
317,8012-SOUDQ,2026-07-16,90.25,payment,success,Electronic check
318,8012-SOUDQ,2026-08-16,90.25,payment,success,Electronic check
319,9420-LOJKX,2026-03-16,99.1,payment,success,Credit card (automatic)
320,9420-LOJKX,2026-04-16,99.1,payment,success,Credit card (automatic)
321,9420-LOJKX,2026-05-16,99.1,payment,success,Credit card (automatic)
322,9420-LOJKX,2026-06-16,99.1,payment,success,Credit card (automatic)
323,9420-LOJKX,2026-07-16,99.1,payment,success,Credit card (automatic)
324,9420-LOJKX,2026-08-16,99.1,payment,success,Credit card (automatic)
325,6575-SUVOI,2026-03-16,69.5,payment,success,Credit card (automatic)
326,6575-SUVOI,2026-04-16,69.5,payment,success,Credit card (automatic)
327,6575-SUVOI,2026-05-16,69.5,payment,success,Credit card (automatic)
328,6575-SUVOI,2026-06-16,69.5,payment,success,Credit card (automatic)
329,6575-SUVOI,2026-07-16,69.5,payment,success,Credit card (automatic)
330,6575-SUVOI,2026-08-16,69.5,payment,success,Credit card (automatic)
331,7495-OOKFY,2026-03-16,80.65,payment,success,Credit card (automatic)
332,7495-OOKFY,2026-04-16,80.65,payment,success,Credit card (automatic)
333,7495-OOKFY,2026-05-16,80.65,payment,success,Credit card (automatic)
334,7495-OOKFY,2026-06-16,80.65,payment,success,Credit card (automatic)
335,7495-OOKFY,2026-07-16,80.65,payment,success,Credit card (automatic)
336,7495-OOKFY,2026-08-16,80.65,payment,success,Credit card (automatic)
337,4667-QONEA,2026-03-16,74.85,payment,success,Credit card (automatic)
338,4667-QONEA,2026-04-16,74.85,payment,success,Credit card (automatic)
339,4667-QONEA,2026-05-16,74.85,payment,success,Credit card (automatic)
340,4667-QONEA,2026-06-16,74.85,payment,success,Credit card (automatic)
341,4667-QONEA,2026-07-16,74.85,payment,success,Credit card (automatic)
342,4667-QONEA,2026-08-16,74.85,payment,success,Credit card (automatic)
343,1658-BYGOY,2026-03-16,95.45,payment,success,Electronic check
344,1658-BYGOY,2026-04-16,95.45,payment,success,Electronic check
345,1658-BYGOY,2026-05-16,95.45,failed_payment,failed,Electronic check
346,1658-BYGOY,2026-06-16,95.45,payment,success,Electronic check
347,1658-BYGOY,2026-07-16,95.45,payment,success,Electronic check
348,1658-BYGOY,2026-08-16,95.45,failed_payment,failed,Electronic check
349,1658-BYGOY,2026-08-19,95.45,payment,success,Electronic check
350,8769-KKTPH,2026-03-16,99.65,payment,success,Credit card (automatic)
351,8769-KKTPH,2026-04-16,99.65,payment,success,Credit card (automatic)
352,8769-KKTPH,2026-05-16,99.65,payment,success,Credit card (automatic)
353,8769-KKTPH,2026-06-16,99.65,failed_payment,failed,Credit card (automatic)
354,8769-KKTPH,2026-06-19,99.65,payment,success,Credit card (automatic)
355,8769-KKTPH,2026-07-16,99.65,payment,success,Credit card (automatic)
356,8769-KKTPH,2026-08-16,99.65,payment,success,Credit card (automatic)
357,5067-XJQFU,2026-03-16,108.45,payment,success,Electronic check
358,5067-XJQFU,2026-04-16,108.45,payment,success,Electronic check
359,5067-XJQFU,2026-05-16,108.45,payment,success,Electronic check
360,5067-XJQFU,2026-06-16,108.45,payment,success,Electronic check
361,5067-XJQFU,2026-07-16,108.45,payment,success,Electronic check
362,5067-XJQFU,2026-08-16,108.45,payment,success,Electronic check
363,3957-SQXML,2026-03-16,24.95,payment,success,Credit card (automatic)
364,3957-SQXML,2026-04-16,24.95,payment,success,Credit card (automatic)
365,3957-SQXML,2026-05-16,24.95,payment,success,Credit card (automatic)
366,3957-SQXML,2026-06-16,24.95,payment,success,Credit card (automatic)
367,3957-SQXML,2026-07-16,24.95,payment,success,Credit card (automatic)
368,3957-SQXML,2026-08-16,24.95,payment,success,Credit card (automatic)
369,5954-BDFSG,2026-03-16,107.5,payment,success,Credit card (automatic)
370,5954-BDFSG,2026-04-16,107.5,payment,success,Credit card (automatic)
371,5954-BDFSG,2026-05-16,107.5,payment,success,Credit card (automatic)
372,5954-BDFSG,2026-06-16,107.5,payment,success,Credit card (automatic)
373,5954-BDFSG,2026-07-16,107.5,payment,success,Credit card (automatic)
374,5954-BDFSG,2026-08-16,107.5,payment,success,Credit card (automatic)
375,0434-CSFON,2026-03-16,100.5,payment,success,Electronic check
376,0434-CSFON,2026-04-16,100.5,payment,success,Electronic check
377,0434-CSFON,2026-05-16,100.5,payment,success,Electronic check
378,0434-CSFON,2026-06-16,100.5,payment,success,Electronic check
379,0434-CSFON,2026-07-16,100.5,payment,success,Electronic check
380,0434-CSFON,2026-08-16,100.5,payment,success,Electronic check
381,1215-FIGMP,2026-03-16,89.9,payment,success,Bank transfer (automatic)
382,1215-FIGMP,2026-04-16,89.9,payment,success,Bank transfer (automatic)
383,1215-FIGMP,2026-05-16,89.9,payment,success,Bank transfer (automatic)
384,1215-FIGMP,2026-06-16,89.9,payment,success,Bank transfer (automatic)
385,1215-FIGMP,2026-07-16,89.9,payment,success,Bank transfer (automatic)
386,1215-FIGMP,2026-08-16,89.9,payment,success,Bank transfer (automatic)
387,0526-SXDJP,2026-03-16,42.1,payment,success,Bank transfer (automatic)
388,0526-SXDJP,2026-04-16,42.1,payment,success,Bank transfer (automatic)
389,0526-SXDJP,2026-05-16,42.1,payment,success,Bank transfer (automatic)
390,0526-SXDJP,2026-06-16,42.1,payment,success,Bank transfer (automatic)
