customer_id,churn_label
CUST-000162,0
CUST-000163,0
CUST-000164,1
CUST-000165,0
CUST-000166,0
CUST-000167,0
CUST-000168,0
CUST-000169,0
CUST-000170,0
CUST-000171,1
CUST-000172,1
CUST-000173,1
CUST-000174,0
CUST-000175,0
CUST-000176,0
CUST-000177,1
CUST-000178,0
CUST-000179,0
CUST-000180,0
CUST-000181,0
CUST-000182,0
CUST-000183,1
CUST-000184,0
CUST-000185,0
CUST-000186,0
CUST-000187,1
CUST-000188,0
CUST-000189,0
CUST-000190,0
CUST-000191,0
CUST-000192,0
CUST-000193,0
CUST-000194,1
CUST-000195,0
CUST-000196,1
CUST-000197,0
CUST-000198,0
CUST-000199,0
CUST-000200,1
CUST-000201,0
CUST-000202,0
CUST-000203,1
CUST-000204,1
CUST-000205,1
CUST-000206,0
CUST-000207,0
CUST-000208,0
CUST-000209,0
CUST-000210,0
CUST-000211,0
CUST-000212,0
CUST-000213,1
CUST-000214,0
CUST-000215,0
CUST-000216,0
CUST-000217,0
CUST-000218,1
CUST-000219,0
CUST-000220,0
CUST-000221,0
CUST-000222,0
CUST-000223,0
CUST-000224,0
CUST-000225,0
CUST-000226,0
CUST-000227,0
CUST-000228,0
CUST-000229,0
CUST-000230,1
CUST-000231,1
CUST-000232,0
CUST-000233,0
CUST-000234,0
CUST-000235,0
CUST-000236,0
CUST-000237,1
CUST-000238,0
CUST-000239,0
CUST-000240,0
CUST-000241,0
CUST-000242,0
CUST-000243,0
CUST-000244,1
CUST-000245,0
CUST-000246,0
CUST-000247,0
CUST-000248,1
CUST-000249,1
CUST-000250,1
CUST-000251,0
CUST-000252,0
CUST-000253,0
CUST-000254,1
CUST-000255,0
CUST-000256,0
CUST-000257,0
CUST-000258,1
CUST-000259,1
CUST-000260,0
CUST-000261,1
CUST-000262,0
CUST-000263,0
CUST-000264,0
CUST-000265,0
CUST-000266,0
CUST-000267,0
CUST-000268,1
CUST-000269,1
CUST-000270,0
CUST-000271,0
CUST-000272,1
CUST-000273,0
CUST-000274,0
CUST-000275,0
CUST-000276,1
CUST-000277,0
CUST-000278,0
CUST-000279,0
CUST-000280,0
CUST-000281,0
CUST-000282,0
CUST-000283,0
CUST-000284,1
CUST-000285,0
CUST-000286,0
CUST-000287,0
CUST-000288,0
CUST-000289,0
CUST-000290,1
CUST-000291,0
CUST-000292,0
CUST-000293,0
CUST-000294,1
CUST-000295,0
CUST-000296,0
CUST-000297,0
CUST-000298,0
CUST-000299,0
CUST-000300,0
CUST-000301,0
CUST-000302,0
CUST-000303,1
CUST-000304,1
CUST-000305,0
CUST-000306,0
CUST-000307,0
CUST-000308,0
CUST-000309,0
CUST-000310,0
CUST-000311,0
CUST-000312,0
CUST-000313,1
CUST-000314,1
CUST-000315,0
CUST-000316,1
CUST-000317,1
CUST-000318,0
CUST-000319,0
CUST-000320,0
CUST-000321,0
CUST-000322,1
CUST-000323,0
CUST-000324,0
CUST-000325,0
CUST-000326,0
CUST-000327,0
CUST-000328,0
CUST-000329,0
CUST-000330,0
CUST-000331,0
CUST-000332,1
CUST-000333,0
CUST-000334,0
CUST-000335,0
CUST-000336,0
CUST-000337,0
CUST-000338,0
CUST-000339,1
CUST-000340,0
CUST-000341,1
CUST-000342,0
CUST-000343,0
CUST-000344,0
CUST-000345,0
CUST-000346,0
CUST-000347,0
CUST-000348,1
CUST-000349,0
CUST-000350,1
CUST-000351,0
CUST-000352,1
CUST-000353,0
CUST-000354,0
CUST-000355,1
CUST-000356,0
CUST-000357,0
CUST-000358,0
CUST-000359,1
CUST-000360,0
CUST-000361,0
CUST-000362,0
CUST-000363,0
CUST-000364,0
CUST-000365,0
CUST-000366,1
CUST-000367,0
CUST-000368,1
CUST-000369,0
CUST-000370,0
CUST-000371,0
CUST-000372,0
CUST-000373,1
CUST-000374,1
CUST-000375,1
CUST-000376,1
CUST-000377,0
CUST-000378,1
CUST-000379,0
CUST-000380,0
CUST-000381,0
CUST-000382,0
CUST-000383,0
CUST-000384,1
CUST-000385,1
CUST-000386,0
CUST-000387,0
CUST-000388,0
CUST-000389,0
CUST-000390,0
CUST-000391,0
CUST-000392,1
CUST-000393,0
CUST-000394,0
CUST-000395,1
CUST-000396,0
CUST-000397,0
CUST-000398,1
CUST-000399,1
CUST-000400,0
CUST-000401,1
CUST-000402,0
CUST-000403,0
CUST-000404,0
CUST-000405,0
CUST-000406,0
CUST-000407,1
CUST-000408,0
CUST-000409,0
CUST-000410,0
CUST-000411,0
CUST-000412,0
CUST-000413,0
CUST-000414,0
CUST-000415,1
CUST-000416,0
CUST-000417,1
CUST-000418,0
CUST-000419,0
CUST-000420,0
CUST-000421,0
CUST-000422,0
CUST-000423,0
CUST-000424,1
CUST-000425,0
CUST-000426,0
CUST-000427,1
CUST-000428,0
CUST-000429,0
CUST-000430,0
CUST-000431,0
CUST-000432,0
CUST-000433,0
CUST-000434,0
CUST-000435,0
CUST-000436,0
CUST-000437,1
CUST-000438,0
CUST-000439,0
CUST-000440,0
CUST-000441,0
CUST-000442,1
CUST-000443,0
CUST-000444,0
CUST-000445,0
CUST-000446,0
CUST-000447,0
CUST-000448,0
CUST-000449,0
CUST-000450,0
CUST-000451,0
CUST-000452,0
CUST-000453,0
CUST-000454,0
CUST-000455,1
CUST-000456,1
CUST-000457,0
CUST-000458,1
CUST-000459,0
CUST-000460,0
CUST-000461,0
CUST-000462,1
CUST-000463,0
CUST-000464,0
CUST-000465,0
CUST-000466,0
CUST-000467,0
CUST-000468,0
CUST-000469,1
CUST-000470,1
CUST-000471,0
CUST-000472,0
CUST-000473,1
CUST-000474,1
CUST-000475,0
CUST-000476,1
CUST-000477,1
CUST-000478,0
CUST-000479,0
CUST-000480,0
CUST-000481,0
CUST-000482,1
CUST-000483,0
CUST-000484,1
CUST-000485,0
CUST-000486,1
CUST-000487,1
CUST-000488,1
CUST-000489,0
CUST-000490,0
CUST-000491,0
CUST-000492,0
CUST-000493,0
CUST-000494,1
CUST-000495,0
CUST-000496,1
CUST-000497,1
CUST-000498,0
CUST-000499,0
CUST-000500,1
CUST-000501,0
CUST-000502,0
CUST-000503,0
CUST-000504,0
CUST-000505,1
CUST-000506,0
CUST-000507,1
CUST-000508,0
CUST-000509,1
CUST-000510,0
CUST-000511,1
CUST-000512,0
CUST-000513,0
CUST-000514,0
CUST-000515,0
CUST-000516,0
CUST-000517,1
CUST-000518,0
CUST-000519,1
CUST-000520,0
CUST-000521,0
CUST-000522,0
CUST-000523,1
CUST-000524,0
CUST-000525,0
CUST-000526,1
CUST-000527,0
CUST-000528,0
CUST-000529,0
CUST-000530,0
CUST-000531,0
CUST-000532,0
CUST-000533,1
CUST-000534,0
CUST-000535,1
CUST-000536,1
CUST-000537,0
CUST-000538,1
CUST-000539,0
CUST-000540,0
CUST-000541,0
CUST-000542,0
CUST-000543,0
CUST-000544,0
CUST-000545,0
CUST-000546,1
CUST-000547,0
CUST-000548,0
CUST-000549,0
CUST-000550,1
CUST-000551,1
CUST-000552,0
CUST-000553,1
CUST-000554,0
CUST-000555,1
CUST-000556,0
CUST-000557,0
CUST-000558,0
CUST-000559,0
CUST-000560,0
CUST-000561,1
CUST-000562,1
CUST-000563,0
CUST-000564,0
CUST-000565,0
CUST-000566,0
CUST-000567,0
CUST-000568,0
CUST-000569,1
CUST-000570,1
CUST-000571,0
CUST-000572,0
CUST-000573,0
CUST-000574,0
CUST-000575,0
CUST-000576,0
CUST-000577,0
CUST-000578,0
CUST-000579,0
CUST-000580,1
CUST-000581,1
CUST-000582,0
CUST-000583,1
CUST-000584,0
CUST-000585,0
CUST-000586,0
CUST-000587,1
CUST-000588,1
CUST-000589,1
CUST-000590,1
CUST-000591,0
CUST-000592,1
CUST-000593,1
CUST-000594,0
CUST-000595,0
CUST-000596,1
CUST-000597,0
CUST-000598,0
CUST-000599,0
CUST-000600,0
CUST-000601,0
CUST-000602,0
CUST-000603,0
CUST-000604,0
CUST-000605,0
CUST-000606,0
CUST-000607,0
CUST-000608,1
CUST-000609,0
CUST-000610,0
CUST-000611,0
CUST-000612,0
CUST-000613,0
CUST-000614,0
CUST-000615,0
CUST-000616,0
CUST-000617,0
CUST-000618,0
CUST-000619,0
CUST-000620,1
CUST-000621,0
CUST-000622,0
CUST-000623,0
CUST-000624,1
CUST-000625,0
CUST-000626,1
CUST-000627,0
CUST-000628,1
CUST-000629,0
CUST-000630,0
CUST-000631,0
CUST-000632,0
CUST-000633,1
CUST-000634,0
CUST-000635,1
CUST-000636,0
CUST-000637,0
CUST-000638,0
CUST-000639,0
CUST-000640,0
CUST-000641,0
CUST-000642,0
CUST-000643,0
CUST-000644,0
CUST-000645,0
CUST-000646,0
CUST-000647,0
CUST-000648,1
CUST-000649,0
CUST-000650,1
CUST-000651,0
CUST-000652,0
CUST-000653,0
CUST-000654,1
CUST-000655,0
CUST-000656,1
CUST-000657,0
CUST-000658,0
CUST-000659,0
CUST-000660,0
CUST-000661,0
CUST-000662,0
CUST-000663,1
CUST-000664,1
CUST-000665,0
CUST-000666,0
CUST-000667,0
CUST-000668,0
CUST-000669,1
CUST-000670,1
CUST-000671,0
CUST-000672,0
CUST-000673,0
CUST-000674,0
CUST-000675,0
CUST-000676,1
CUST-000677,0
CUST-000678,1
CUST-000679,0
CUST-000680,0
CUST-000681,0
CUST-000682,1
CUST-000683,1
CUST-000684,1
CUST-000685,0
CUST-000686,0
CUST-000687,0
CUST-000688,0
CUST-000689,0
CUST-000690,0
CUST-000691,1
CUST-000692,0
CUST-000693,0
CUST-000694,0
CUST-000695,0
CUST-000696,1
CUST-000697,0
CUST-000698,0
CUST-000699,0
CUST-000700,0
CUST-000701,1
CUST-000702,1
CUST-000703,1
CUST-000704,0
CUST-000705,0
CUST-000706,0
CUST-000707,0
CUST-000708,0
CUST-000709,1
CUST-000710,1
CUST-000711,0
CUST-000712,0
CUST-000713,0
CUST-000714,0
CUST-000715,0
CUST-000716,1
CUST-000717,0
CUST-000718,0
CUST-000719,0
CUST-000720,0
CUST-000721,0
CUST-000722,1
CUST-000723,1
CUST-000724,0
CUST-000725,1
CUST-000726,1
CUST-000727,1
CUST-000728,0
CUST-000729,1
CUST-000730,1
CUST-000731,1
CUST-000732,1
CUST-000733,0
CUST-000734,0
CUST-000735,1
CUST-000736,0
CUST-000737,1
CUST-000738,1
CUST-000739,1
CUST-000740,0
CUST-000741,1
CUST-000742,1
CUST-000743,0
CUST-000744,1
CUST-000745,0
CUST-000746,1
CUST-000747,1
CUST-000748,1
CUST-000749,0
CUST-000750,0
CUST-000751,1
CUST-000752,0
CUST-000753,1
CUST-000754,0
CUST-000755,0
CUST-000756,0
CUST-000757,0
CUST-000758,0
CUST-000759,1
CUST-000760,0
CUST-000761,0
CUST-000762,0
CUST-000763,0
CUST-000764,1
CUST-000765,0
CUST-000766,1
CUST-000767,0
CUST-000768,0
CUST-000769,1
CUST-000770,0
CUST-000771,1
CUST-000772,0
CUST-000773,0
CUST-000774,0
CUST-000775,1
CUST-000776,0
CUST-000777,0
CUST-000778,0
CUST-000779,0
CUST-000780,0
CUST-000781,0
CUST-000782,0
CUST-000783,1
CUST-000784,0
CUST-000785,0
CUST-000786,1
CUST-000787,0
CUST-000788,1
CUST-000789,0
CUST-000790,0
CUST-000791,1
CUST-000792,0
CUST-000793,0
CUST-000794,0
CUST-000795,0
CUST-000796,1
CUST-000797,0
CUST-000798,0
CUST-000799,0
CUST-000800,0
CUST-000801,0
CUST-000802,0
CUST-000803,0
CUST-000804,0
CUST-000805,0
CUST-000806,0
CUST-000807,0
CUST-000808,1
CUST-000809,1
CUST-000810,0
CUST-000811,0
CUST-000812,1
CUST-000813,0
CUST-000814,0
CUST-000815,1
CUST-000816,0
CUST-000817,0
CUST-000818,1
CUST-000819,0
CUST-000820,0
CUST-000821,0
CUST-000822,0
CUST-000823,1
CUST-000824,0
CUST-000825,0
CUST-000826,0
CUST-000827,0
CUST-000828,1
CUST-000829,0
CUST-000830,1
CUST-000831,0
CUST-000832,0
CUST-000833,0
CUST-000834,0
CUST-000835,0
CUST-000836,0
CUST-000837,0
CUST-000838,0
CUST-000839,0
CUST-000840,0
CUST-000841,1
CUST-000842,0
CUST-000843,1
CUST-000844,1
CUST-000845,1
CUST-000846,0
CUST-000847,0
CUST-000848,0
CUST-000849,0
CUST-000850,0
CUST-000851,0
CUST-000852,0
CUST-000853,0
CUST-000854,0
CUST-000855,1
CUST-000856,0
CUST-000857,0
CUST-000858,0
CUST-000859,1
CUST-000860,0
CUST-000861,0
CUST-000862,0
CUST-000863,0
CUST-000864,0
CUST-000865,1
CUST-000866,0
CUST-000867,0
CUST-000868,0
CUST-000869,0
CUST-000870,0
CUST-000871,0
CUST-000872,0
CUST-000873,0
CUST-000874,1
CUST-000875,0
CUST-000876,0
CUST-000877,0
CUST-000878,0
CUST-000879,0
CUST-000880,0
CUST-000881,0
CUST-000882,0
CUST-000883,0
CUST-000884,0
CUST-000885,1
CUST-000886,0
CUST-000887,1
CUST-000888,0
CUST-000889,1
CUST-000890,0
CUST-000891,0
CUST-000892,0
CUST-000893,1
CUST-000894,1
CUST-000895,0
CUST-000896,0
CUST-000897,0
CUST-000898,0
CUST-000899,0
CUST-000900,1
CUST-000901,0
CUST-000902,0
CUST-000903,0
CUST-000904,0
CUST-000905,0
CUST-000906,0
CUST-000907,1
CUST-000908,1
CUST-000909,0
CUST-000910,0
CUST-000911,0
CUST-000912,0
CUST-000913,0
CUST-000914,0
CUST-000915,0
CUST-000916,0
CUST-000917,1
CUST-000918,1
CUST-000919,0
CUST-000920,0
CUST-000921,0
CUST-000922,0
CUST-000923,0
CUST-000924,1
CUST-000925,1
CUST-000926,1
CUST-000927,0
CUST-000928,0
CUST-000929,0
CUST-000930,0
CUST-000931,0
CUST-000932,1
CUST-000933,0
CUST-000934,0
CUST-000935,0
CUST-000936,1
CUST-000937,0
CUST-000938,1
CUST-000939,0
CUST-000940,1
CUST-000941,0
CUST-000942,0
CUST-000943,0
CUST-000944,0
CUST-000945,1
CUST-000946,0
CUST-000947,0
CUST-000948,0
CUST-000949,1
CUST-000950,0
CUST-000951,0
CUST-000952,1
CUST-000953,1
CUST-000954,1
CUST-000955,0
CUST-000956,0
CUST-000957,0
CUST-000958,1
CUST-000959,0
CUST-000960,0
CUST-000961,0
CUST-000962,0
CUST-000963,0
CUST-000964,1
CUST-000965,0
CUST-000966,1
CUST-000967,0
CUST-000968,1
CUST-000969,0
CUST-000970,0
CUST-000971,0
CUST-000972,1
CUST-000973,1
CUST-000974,0
CUST-000975,0
CUST-000976,0
CUST-000977,0
CUST-000978,1
CUST-000979,0
CUST-000980,1
CUST-000981,0
CUST-000982,0
CUST-000983,0
CUST-000984,0
CUST-000985,1
CUST-000986,0
CUST-000987,0
CUST-000988,0
CUST-000989,1
CUST-000990,0
CUST-000991,0
CUST-000992,0
CUST-000993,0
CUST-000994,0
CUST-000995,0
CUST-000996,0
CUST-000997,0
CUST-000998,0
CUST-000999,0
CUST-001000,1
CUST-001001,1
CUST-001002,1
CUST-001003,0
CUST-001004,0
CUST-001005,0
CUST-001006,0
CUST-001007,0
CUST-001008,0
CUST-001009,0
CUST-001010,1
CUST-001011,0
CUST-001012,0
CUST-001013,1
CUST-001014,0
CUST-001015,1
CUST-001016,0
CUST-001017,0
CUST-001018,0
CUST-001019,1
CUST-001020,1
CUST-001021,0
CUST-001022,0
CUST-001023,0
CUST-001024,1
CUST-001025,0
CUST-001026,1
CUST-001027,0
CUST-001028,1
CUST-001029,0
CUST-001030,1
CUST-001031,0
CUST-001032,0
CUST-001033,1
CUST-001034,0
CUST-001035,1
CUST-001036,0
CUST-001037,0
CUST-001038,1
CUST-001039,0
CUST-001040,1
CUST-001041,0
CUST-001042,0
CUST-001043,0
CUST-001044,1
CUST-001045,0
CUST-001046,0
CUST-001047,0
CUST-001048,0
CUST-001049,0
CUST-001050,0
CUST-001051,0
CUST-001052,1
CUST-001053,0
CUST-001054,0
CUST-001055,1
CUST-001056,0
CUST-001057,0
CUST-001058,0
CUST-001059,1
CUST-001060,0
CUST-001061,0
CUST-001062,0
CUST-001063,0
CUST-001064,0
CUST-001065,0
CUST-001066,0
CUST-001067,0
CUST-001068,0
CUST-001069,1
CUST-001070,0
CUST-001071,0
CUST-001072,0
CUST-001073,1
CUST-001074,0
CUST-001075,0
CUST-001076,0
CUST-001077,1
CUST-001078,1
CUST-001079,0
CUST-001080,0
CUST-001081,1
CUST-001082,0
CUST-001083,0
CUST-001084,0
CUST-001085,0
CUST-001086,0
CUST-001087,0
CUST-001088,0
CUST-001089,1
CUST-001090,0
CUST-001091,1
CUST-001092,0
CUST-001093,1
CUST-001094,0
CUST-001095,0
CUST-001096,1
CUST-001097,0
CUST-001098,0
CUST-001099,0
CUST-001100,1
CUST-001101,0
CUST-001102,0
CUST-001103,0
CUST-001104,0
CUST-001105,1
CUST-001106,0
CUST-001107,1
CUST-001108,0
CUST-001109,0
CUST-001110,1
CUST-001111,0
CUST-001112,0
CUST-001113,0
CUST-001114,0
CUST-001115,0
CUST-001116,0
CUST-001117,0
CUST-001118,0
CUST-001119,1
CUST-001120,0
CUST-001121,0
CUST-001122,1
CUST-001123,0
CUST-001124,1
CUST-001125,1
CUST-001126,0
CUST-001127,1
CUST-001128,0
CUST-001129,0
CUST-001130,0
CUST-001131,0
CUST-001132,0
CUST-001133,1
CUST-001134,0
CUST-001135,0
CUST-001136,0
CUST-001137,0
CUST-001138,1
CUST-001139,0
CUST-001140,0
CUST-001141,0
CUST-001142,0
CUST-001143,0
CUST-001144,0
CUST-001145,1
CUST-001146,0
CUST-001147,0
CUST-001148,0
CUST-001149,0
CUST-001150,0
CUST-001151,0
CUST-001152,0
CUST-001153,1
CUST-001154,1
CUST-001155,0
CUST-001156,0
CUST-001157,0
CUST-001158,0
CUST-001159,1
CUST-001160,0
CUST-001161,1
CUST-001162,0
CUST-001163,0
CUST-001164,0
CUST-001165,0
CUST-001166,0
CUST-001167,0
CUST-001168,1
CUST-001169,0
CUST-001170,1
CUST-001171,1
CUST-001172,0
CUST-001173,0
CUST-001174,0
CUST-001175,1
CUST-001176,0
CUST-001177,1
CUST-001178,1
CUST-001179,0
CUST-001180,1
CUST-001181,0
CUST-001182,0
CUST-001183,0
CUST-001184,0
CUST-001185,1
CUST-001186,0
CUST-001187,0
CUST-001188,0
CUST-001189,0
CUST-001190,0
CUST-001191,0
CUST-001192,0
CUST-001193,0
CUST-001194,0
CUST-001195,0
CUST-001196,1
CUST-001197,0
CUST-001198,0
CUST-001199,0
CUST-001200,0
CUST-001201,0
CUST-001202,0
CUST-001203,0
CUST-001204,0
CUST-001205,0
CUST-001206,0
CUST-001207,0
CUST-001208,0
CUST-001209,1
CUST-001210,1
CUST-001211,0
CUST-001212,0
CUST-001213,0
CUST-001214,0
CUST-001215,0
CUST-001216,1
CUST-001217,1
CUST-001218,0
CUST-001219,0
CUST-001220,1
CUST-001221,0
CUST-001222,0
CUST-001223,0
CUST-001224,0
CUST-001225,1
CUST-001226,0
CUST-001227,1
CUST-001228,0
CUST-001229,1
CUST-001230,1
CUST-001231,1
CUST-001232,0
CUST-001233,1
CUST-001234,0
CUST-001235,0
CUST-001236,0
CUST-001237,1
CUST-001238,0
CUST-001239,0
CUST-001240,0
CUST-001241,0
CUST-001242,1
CUST-001243,0
CUST-001244,0
CUST-001245,1
CUST-001246,0
CUST-001247,0
CUST-001248,0
CUST-001249,0
CUST-001250,0
CUST-001251,1
CUST-001252,0
CUST-001253,0
CUST-001254,0
CUST-001255,0
CUST-001256,0
CUST-001257,0
CUST-001258,0
CUST-001259,0
CUST-001260,0
CUST-001261,1
CUST-001262,1
CUST-001263,0
CUST-001264,0
CUST-001265,0
CUST-001266,0
CUST-001267,0
CUST-001268,0
CUST-001269,0
CUST-001270,0
CUST-001271,0
CUST-001272,0
CUST-001273,1
CUST-001274,0
CUST-001275,0
CUST-001276,1
CUST-001277,1
CUST-001278,0
CUST-001279,0
CUST-001280,0
CUST-001281,0
CUST-001282,0
CUST-001283,0
CUST-001284,0
CUST-001285,0
CUST-001286,0
CUST-001287,1
CUST-001288,0
CUST-001289,0
CUST-001290,0
CUST-001291,1
CUST-001292,0
CUST-001293,0
CUST-001294,0
CUST-001295,0
CUST-001296,1
CUST-001297,1
CUST-001298,0
CUST-001299,0
CUST-001300,0
CUST-001301,0
CUST-001302,0
CUST-001303,0
CUST-001304,0
CUST-001305,0
CUST-001306,0
CUST-001307,0
CUST-001308,0
CUST-001309,1
CUST-001310,0
CUST-001311,0
CUST-001312,0
CUST-001313,0
CUST-001314,0
CUST-001315,0
CUST-001316,0
CUST-001317,0
CUST-001318,1
CUST-001319,0
CUST-001320,0
CUST-001321,1
CUST-001322,1
CUST-001323,0
CUST-001324,0
CUST-001325,0
CUST-001326,0
CUST-001327,0
CUST-001328,0
CUST-001329,1
CUST-001330,1
CUST-001331,0
CUST-001332,0
CUST-001333,1
CUST-001334,0
CUST-001335,0
CUST-001336,0
CUST-001337,0
CUST-001338,0
CUST-001339,0
CUST-001340,1
CUST-001341,0
CUST-001342,0
CUST-001343,0
CUST-001344,0
CUST-001345,0
CUST-001346,0
CUST-001347,0
CUST-001348,1
CUST-001349,1
CUST-001350,0
CUST-001351,0
CUST-001352,0
CUST-001353,1
CUST-001354,0
CUST-001355,0
CUST-001356,0
CUST-001357,0
CUST-001358,0
CUST-001359,0
CUST-001360,0
CUST-001361,0
CUST-001362,1
CUST-001363,0
CUST-001364,0
CUST-001365,1
CUST-001366,1
CUST-001367,1
CUST-001368,0
CUST-001369,0
CUST-001370,1
CUST-001371,0
CUST-001372,0
CUST-001373,1
CUST-001374,0
CUST-001375,0
CUST-001376,0
CUST-001377,0
CUST-001378,0
CUST-001379,0
CUST-001380,0
CUST-001381,0
CUST-001382,0
CUST-001383,1
CUST-001384,0
CUST-001385,0
CUST-001386,0
CUST-001387,0
CUST-001388,0
CUST-001389,0
CUST-001390,0
CUST-001391,0
CUST-001392,0
CUST-001393,0
CUST-001394,0
CUST-001395,0
CUST-001396,1
CUST-001397,0
CUST-001398,0
CUST-001399,0
CUST-001400,1
CUST-001401,0
CUST-001402,1
CUST-001403,0
CUST-001404,1
CUST-001405,0
CUST-001406,1
CUST-001407,0
CUST-001408,1
CUST-001409,0
CUST-001410,0
CUST-001411,0
CUST-001412,0
CUST-001413,0
CUST-001414,0
CUST-001415,0
CUST-001416,0
CUST-001417,0
CUST-001418,0
CUST-001419,0
CUST-001420,0
CUST-001421,0
CUST-001422,1
CUST-001423,1
CUST-001424,0
CUST-001425,0
CUST-001426,1
CUST-001427,1
CUST-001428,0
CUST-001429,0
CUST-001430,0
CUST-001431,0
CUST-001432,0
CUST-001433,1
CUST-001434,0
CUST-001435,1
CUST-001436,0
CUST-001437,1
CUST-001438,1
CUST-001439,0
CUST-001440,0
CUST-001441,1
CUST-001442,0
CUST-001443,0
CUST-001444,0
CUST-001445,0
CUST-001446,0
CUST-001447,0
CUST-001448,0
CUST-001449,0
CUST-001450,1
CUST-001451,0
CUST-001452,0
CUST-001453,0
CUST-001454,0
CUST-001455,0
CUST-001456,0
CUST-001457,0
CUST-001458,1
CUST-001459,0
CUST-001460,1
CUST-001461,0
CUST-001462,1
CUST-001463,0
CUST-001464,1
CUST-001465,0
CUST-001466,0
CUST-001467,1
CUST-001468,1
CUST-001469,0
CUST-001470,1
CUST-001471,0
CUST-001472,1
CUST-001473,0
CUST-001474,1
CUST-001475,1
CUST-001476,1
CUST-001477,1
CUST-001478,0
CUST-001479,1
CUST-001480,1
CUST-001481,0
CUST-001482,1
CUST-001483,0
CUST-001484,0
CUST-001485,0
CUST-001486,0
CUST-001487,0
CUST-001488,1
CUST-001489,0
CUST-001490,0
CUST-001491,1
CUST-001492,0
CUST-001493,1
CUST-001494,0
CUST-001495,0
CUST-001496,0
CUST-001497,0
CUST-001498,0
CUST-001499,0
CUST-001500,0
CUST-001501,0
CUST-001502,0
CUST-001503,1
CUST-001504,1
CUST-001505,0
CUST-001506,0
CUST-001507,0
CUST-001508,1
CUST-001509,0
CUST-001510,0
CUST-001511,1
CUST-001512,0
CUST-001513,0
CUST-001514,0
CUST-001515,0
CUST-001516,1
CUST-001517,0
CUST-001518,0
CUST-001519,0
CUST-001520,0
CUST-001521,1
CUST-001522,1
CUST-001523,0
CUST-001524,0
CUST-001525,0
CUST-001526,1
CUST-001527,1
CUST-001528,1
CUST-001529,1
CUST-001530,0
CUST-001531,0
CUST-001532,1
CUST-001533,0
CUST-001534,0
CUST-001535,1
CUST-001536,0
CUST-001537,0
CUST-001538,0
CUST-001539,0
CUST-001540,1
CUST-001541,0
CUST-001542,0
CUST-001543,1
CUST-001544,0
CUST-001545,1
CUST-001546,0
CUST-001547,1
CUST-001548,0
CUST-001549,0
CUST-001550,1
CUST-001551,0
CUST-001552,0
CUST-001553,0
