customer_id,signup_date,region,signup_channel,age,gender
CUST-000138,2025-02-18,Central,organic,42,Male
CUST-000139,2021-05-04,South,social,30,Male
CUST-000140,2023-08-19,South,social,71,Male
CUST-000141,2022-04-12,Central,organic,49,Male
CUST-000142,2021-06-23,Central,paid_search,77,Male
CUST-000143,2025-09-18,Central,referral,62,Male
CUST-000144,2024-01-08,South,referral,36,Male
CUST-000145,2025-12-13,Central,partner,42,Male
CUST-000146,2024-12-28,East,partner,57,Female
CUST-000147,2024-02-20,Central,paid_search,44,Female
CUST-000148,2021-07-15,Central,partner,38,Male
CUST-000149,2021-06-28,East,social,34,Male
CUST-000150,2024-04-21,South,referral,59,Male
CUST-000151,2024-09-16,Central,social,24,Female
CUST-000152,2023-07-03,East,partner,27,Female
CUST-000153,2021-03-15,East,social,24,Female
CUST-000154,2020-10-11,West,social,64,Male
CUST-000155,2025-05-03,Central,organic,23,Male
CUST-000156,2025-08-08,North,social,46,Male
CUST-000157,2022-06-15,Central,organic,29,Female
CUST-000158,2024-10-23,East,social,56,Female
CUST-000159,2025-07-11,North,social,23,Male
CUST-000160,2026-06-22,South,paid_search,23,Female
CUST-000161,2024-04-12,East,organic,45,Male
CUST-000162,2024-05-02,West,referral,62,Male
CUST-000163,2023-03-27,East,paid_search,28,Male
CUST-000164,2025-07-03,North,referral,50,Female
CUST-000165,2022-05-06,East,organic,68,Male
CUST-000166,2022-07-26,South,organic,58,Female
CUST-000167,2023-12-17,South,referral,65,Female
CUST-000168,2025-07-24,West,partner,40,Male
CUST-000169,2023-07-28,Central,paid_search,76,Female
CUST-000170,2022-07-26,North,paid_search,30,Male
CUST-000171,2024-06-05,West,organic,57,Female
CUST-000172,2025-02-04,East,paid_search,47,Male
CUST-000173,2023-08-31,South,paid_search,23,Male
CUST-000174,2024-07-28,West,paid_search,76,Female
CUST-000175,2024-03-21,South,paid_search,62,Female
CUST-000176,2024-07-22,West,paid_search,35,Male
CUST-000177,2024-11-15,East,partner,25,Female
CUST-000178,2022-05-14,North,paid_search,61,Male
CUST-000179,2023-11-19,West,partner,53,Female
CUST-000180,2023-11-06,Central,partner,24,Female
CUST-000181,2022-09-30,East,partner,79,Male
CUST-000182,2024-07-16,West,referral,63,Female
CUST-000183,2026-02-12,North,social,48,Female
CUST-000184,2021-07-05,South,paid_search,35,Male
CUST-000185,2026-04-27,South,social,37,Male
CUST-000186,2023-03-25,West,paid_search,48,Male
CUST-000187,2025-01-20,South,organic,25,Male
CUST-000188,2025-06-12,West,social,43,Male
CUST-000189,2026-06-11,South,social,34,Female
CUST-000190,2021-04-01,West,organic,28,Female
CUST-000191,2024-01-31,South,referral,29,Male
CUST-000192,2024-08-15,East,referral,42,Male
CUST-000193,2022-03-05,North,paid_search,44,Female
CUST-000194,2026-06-22,West,referral,42,Female
CUST-000195,2023-04-13,North,partner,62,Male
CUST-000196,2023-08-24,Central,referral,52,Male
CUST-000197,2023-05-05,Central,referral,33,Male
CUST-000198,2025-12-02,East,social,78,Male
CUST-000199,2020-11-27,Central,paid_search,64,Male
CUST-000200,2025-03-27,Central,partner,49,Male
CUST-000201,2022-07-29,North,paid_search,24,Male
CUST-000202,2022-03-15,West,social,75,Male
CUST-000203,2024-08-08,South,paid_search,65,Male
CUST-000204,2025-11-22,Central,social,48,Male
CUST-000205,2024-12-15,Central,partner,31,Male
CUST-000206,2021-10-26,Central,paid_search,28,Female
CUST-000207,2021-03-02,East,partner,38,Male
CUST-000208,2021-01-13,North,paid_search,35,Male
CUST-000209,2025-05-14,North,paid_search,34,Female
CUST-000210,2022-12-18,North,paid_search,45,Female
CUST-000211,2025-10-17,Central,partner,24,Male
CUST-000212,2022-06-17,East,paid_search,40,Male
CUST-000213,2024-03-17,South,referral,72,Male
CUST-000214,2022-04-30,East,referral,72,Female
CUST-000215,2022-06-20,North,organic,22,Male
CUST-000216,2020-09-11,East,paid_search,61,Male
CUST-000217,2023-09-24,East,paid_search,79,Female
CUST-000218,2024-08-26,West,paid_search,55,Female
CUST-000219,2023-07-12,North,social,44,Male
CUST-000220,2025-10-15,Central,paid_search,50,Male
CUST-000221,2026-01-02,North,referral,34,Female
CUST-000222,2023-08-15,East,partner,45,Female
CUST-000223,2021-09-13,South,partner,76,Female
CUST-000224,2023-07-05,West,partner,57,Female
CUST-000225,2021-11-22,West,referral,46,Male
CUST-000226,2025-08-18,North,social,29,Female
CUST-000227,2023-12-29,East,social,74,Female
CUST-000228,2023-01-08,East,paid_search,31,Female
CUST-000229,2024-08-07,East,organic,63,Male
CUST-000230,2026-07-30,North,paid_search,39,Male
CUST-000231,2026-04-12,North,social,38,Male
CUST-000232,2021-01-31,East,social,31,Female
CUST-000233,2022-12-24,South,partner,43,Female
CUST-000234,2025-01-21,East,partner,61,Male
CUST-000235,2025-03-17,North,paid_search,46,Female
CUST-000236,2026-07-10,West,referral,23,Female
CUST-000237,2021-01-09,North,organic,37,Female
CUST-000238,2026-01-30,West,referral,31,Male
CUST-000239,2022-02-10,Central,organic,45,Male
CUST-000240,2025-03-20,South,organic,74,Male
CUST-000241,2024-08-20,North,social,77,Female
CUST-000242,2025-02-06,North,social,79,Female
CUST-000243,2021-09-04,South,partner,28,Male
CUST-000244,2026-07-05,North,partner,50,Male
CUST-000245,2024-08-15,Central,paid_search,24,Female
CUST-000246,2024-12-21,Central,referral,50,Female
CUST-000247,2025-01-23,Central,partner,55,Male
CUST-000248,2025-07-08,Central,referral,66,Male
CUST-000249,2021-03-01,East,paid_search,41,Female
CUST-000250,2024-06-06,South,paid_search,24,Female
CUST-000251,2024-03-11,East,social,48,Female
CUST-000252,2024-05-08,South,paid_search,46,Female
CUST-000253,2020-10-13,Central,social,58,Male
CUST-000254,2024-08-23,East,partner,27,Female
CUST-000255,2024-08-28,South,social,57,Female
CUST-000256,2024-09-19,West,referral,45,Male
CUST-000257,2024-10-16,South,paid_search,64,Male
CUST-000258,2026-02-28,South,organic,79,Male
CUST-000259,2022-12-31,South,referral,35,Male
CUST-000260,2026-07-30,North,paid_search,65,Male
CUST-000261,2025-04-18,North,organic,29,Female
CUST-000262,2025-07-06,East,social,79,Male
CUST-000263,2024-12-12,Central,social,49,Female
CUST-000264,2022-02-15,South,paid_search,65,Female
CUST-000265,2023-02-02,West,partner,67,Female
CUST-000266,2020-09-11,South,referral,57,Male
CUST-000267,2024-08-12,South,referral,44,Male
CUST-000268,2021-02-11,North,partner,65,Male
CUST-000269,2026-06-09,East,referral,49,Female
CUST-000270,2023-09-14,West,social,60,Male
CUST-000271,2021-11-02,South,organic,57,Male
CUST-000272,2023-06-29,East,partner,48,Female
CUST-000273,2021-01-08,East,social,28,Female
CUST-000274,2024-11-12,South,social,38,Male
CUST-000275,2026-07-01,West,organic,76,Female
CUST-000276,2022-01-14,East,organic,52,Male
CUST-000277,2026-04-26,North,partner,58,Male
CUST-000278,2022-02-04,East,social,36,Male
CUST-000279,2022-04-05,South,social,62,Female
CUST-000280,2021-08-10,West,social,50,Male
CUST-000281,2023-11-09,South,organic,34,Male
CUST-000282,2021-04-13,Central,referral,30,Female
CUST-000283,2025-08-31,West,partner,44,Male
CUST-000284,2024-02-12,North,partner,54,Male
CUST-000285,2025-12-27,East,partner,38,Male
CUST-000286,2022-02-08,Central,paid_search,36,Female
CUST-000287,2022-05-02,South,referral,37,Female
CUST-000288,2021-10-31,West,referral,39,Female
CUST-000289,2022-01-27,West,social,64,Male
CUST-000290,2024-10-25,West,paid_search,50,Female
CUST-000291,2026-05-02,North,paid_search,49,Female
CUST-000292,2021-01-21,South,organic,31,Female
CUST-000293,2023-10-10,South,organic,53,Female
CUST-000294,2026-02-24,South,social,77,Female
CUST-000295,2021-02-05,Central,social,65,Male
CUST-000296,2020-08-29,North,paid_search,47,Male
CUST-000297,2024-01-02,East,partner,39,Female
CUST-000298,2021-12-20,Central,referral,42,Male
CUST-000299,2026-07-10,Central,social,23,Female
CUST-000300,2026-03-03,West,paid_search,23,Female
CUST-000301,2025-01-12,Central,social,67,Male
CUST-000302,2022-09-28,East,paid_search,70,Female
CUST-000303,2025-12-16,West,partner,78,Male
CUST-000304,2026-07-06,East,paid_search,58,Female
CUST-000305,2022-09-16,North,partner,75,Male
CUST-000306,2022-01-07,North,paid_search,46,Male
CUST-000307,2022-04-03,Central,social,36,Female
CUST-000308,2021-11-07,North,partner,36,Male
CUST-000309,2021-11-05,South,paid_search,35,Male
CUST-000310,2023-02-12,West,social,65,Male
CUST-000311,2023-07-27,East,partner,22,Female
CUST-000312,2021-06-24,East,referral,76,Male
CUST-000313,2024-08-03,Central,organic,66,Male
CUST-000314,2026-02-14,West,social,44,Male
CUST-000315,2022-03-17,Central,partner,62,Female
CUST-000316,2024-12-27,West,partner,29,Male
CUST-000317,2020-09-19,Central,social,47,Male
CUST-000318,2024-02-21,West,partner,28,Female
CUST-000319,2021-07-05,East,paid_search,28,Male
CUST-000320,2026-06-03,Central,paid_search,22,Female
CUST-000321,2022-09-12,Central,organic,68,Male
CUST-000322,2024-01-14,North,organic,65,Female
CUST-000323,2023-11-25,Central,partner,73,Male
CUST-000324,2025-02-03,West,social,78,Female
CUST-000325,2020-11-02,Central,organic,77,Female
CUST-000326,2024-05-07,West,referral,79,Male
CUST-000327,2021-07-08,Central,organic,22,Male
CUST-000328,2024-01-18,South,referral,67,Male
CUST-000329,2026-05-24,North,partner,63,Male
CUST-000330,2021-04-27,North,social,31,Female
CUST-000331,2025-08-06,South,social,29,Male
CUST-000332,2025-01-25,South,paid_search,78,Female
CUST-000333,2021-07-07,East,social,73,Male
CUST-000334,2021-04-02,North,partner,41,Female
CUST-000335,2021-03-13,North,paid_search,26,Female
CUST-000336,2024-01-26,East,paid_search,41,Female
CUST-000337,2022-02-14,West,organic,22,Female
CUST-000338,2024-09-25,North,social,61,Female
CUST-000339,2022-02-28,East,paid_search,44,Female
CUST-000340,2023-09-16,West,paid_search,24,Female
CUST-000341,2026-06-02,West,referral,78,Male
CUST-000342,2024-03-11,North,organic,69,Female
CUST-000343,2023-11-03,West,social,74,Female
CUST-000344,2025-03-18,North,partner,79,Female
CUST-000345,2024-05-27,South,organic,22,Female
CUST-000346,2023-09-02,South,organic,66,Male
CUST-000347,2026-06-07,Central,organic,67,Male
CUST-000348,2025-09-21,North,social,67,Male
CUST-000349,2022-01-27,West,referral,37,Male
CUST-000350,2024-07-29,Central,partner,44,Male
CUST-000351,2023-01-12,Central,organic,75,Male
CUST-000352,2023-04-02,South,paid_search,25,Female
CUST-000353,2023-04-27,North,referral,59,Female
CUST-000354,2024-02-19,South,paid_search,67,Female
CUST-000355,2023-09-29,West,partner,68,Male
CUST-000356,2021-09-11,North,social,56,Male
CUST-000357,2020-10-27,West,paid_search,66,Female
CUST-000358,2025-03-16,South,partner,74,Male
CUST-000359,2022-09-07,West,social,66,Female
CUST-000360,2020-10-20,West,social,28,Female
CUST-000361,2026-08-23,East,organic,36,Female
CUST-000362,2021-11-19,West,organic,39,Male
CUST-000363,2023-09-07,Central,social,41,Female
CUST-000364,2020-10-27,South,social,42,Female
CUST-000365,2023-02-25,East,paid_search,34,Male
CUST-000366,2021-08-10,West,referral,61,Male
CUST-000367,2025-08-19,Central,referral,28,Female
CUST-000368,2025-10-18,East,partner,67,Male
CUST-000369,2021-02-12,South,partner,60,Female
CUST-000370,2023-06-26,Central,paid_search,77,Male
CUST-000371,2023-05-05,Central,social,22,Female
CUST-000372,2025-08-27,East,organic,39,Male
CUST-000373,2025-05-01,North,organic,74,Male
CUST-000374,2021-10-11,South,social,50,Male
CUST-000375,2024-11-14,East,organic,54,Male
CUST-000376,2023-03-03,West,social,23,Male
CUST-000377,2024-09-21,West,paid_search,66,Female
CUST-000378,2025-01-22,Central,paid_search,36,Male
CUST-000379,2025-09-08,North,organic,77,Male
CUST-000380,2021-01-21,East,social,43,Male
CUST-000381,2021-01-06,West,paid_search,32,Female
CUST-000382,2025-12-31,Central,organic,56,Female
CUST-000383,2024-08-07,North,referral,49,Female
CUST-000384,2023-04-02,Central,organic,49,Male
CUST-000385,2024-06-02,North,partner,77,Female
CUST-000386,2022-04-28,North,organic,43,Male
CUST-000387,2025-03-04,Central,referral,45,Female
CUST-000388,2026-05-03,West,paid_search,58,Male
CUST-000389,2024-08-28,Central,organic,31,Female
CUST-000390,2023-02-04,West,organic,70,Female
CUST-000391,2025-08-02,West,referral,35,Male
CUST-000392,2021-10-15,East,paid_search,36,Female
CUST-000393,2026-08-21,East,organic,22,Male
CUST-000394,2026-05-15,East,organic,41,Female
CUST-000395,2023-07-22,South,social,55,Female
CUST-000396,2023-07-26,Central,partner,62,Female
CUST-000397,2024-11-18,South,partner,74,Female
CUST-000398,2025-03-18,West,social,67,Male
CUST-000399,2026-04-11,West,organic,40,Male
CUST-000400,2022-09-15,East,partner,69,Female
CUST-000401,2024-06-05,West,partner,33,Male
CUST-000402,2025-12-20,North,paid_search,34,Male
CUST-000403,2024-03-26,South,referral,42,Male
CUST-000404,2020-12-26,East,partner,53,Female
CUST-000405,2025-01-21,South,partner,33,Male
CUST-000406,2021-04-17,Central,paid_search,74,Male
CUST-000407,2025-02-23,Central,partner,37,Male
CUST-000408,2025-08-08,West,partner,44,Male
CUST-000409,2025-01-26,South,organic,57,Female
CUST-000410,2024-09-24,North,referral,46,Female
CUST-000411,2025-12-27,West,referral,45,Female
CUST-000412,2023-03-06,Central,paid_search,79,Female
CUST-000413,2024-08-29,East,organic,47,Male
CUST-000414,2022-05-04,Central,organic,28,Female
CUST-000415,2023-09-29,Central,partner,64,Male
CUST-000416,2024-01-03,East,social,62,Male
CUST-000417,2023-11-06,South,referral,34,Male
CUST-000418,2025-10-11,North,social,71,Male
CUST-000419,2022-05-07,West,social,44,Female
CUST-000420,2026-01-25,East,partner,30,Male
CUST-000421,2022-04-22,North,referral,32,Female
CUST-000422,2020-09-13,North,social,63,Male
CUST-000423,2022-02-10,Central,partner,34,Male
CUST-000424,2023-12-02,South,social,49,Male
CUST-000425,2024-10-26,South,social,64,Male
CUST-000426,2021-06-12,West,organic,71,Male
CUST-000427,2025-03-09,South,partner,50,Female
CUST-000428,2023-10-16,Central,partner,74,Female
CUST-000429,2022-01-15,West,social,39,Female
CUST-000430,2021-02-11,South,paid_search,72,Male
CUST-000431,2021-01-25,South,social,36,Female
CUST-000432,2026-02-20,Central,referral,25,Female
CUST-000433,2021-04-03,East,paid_search,64,Male
CUST-000434,2026-01-11,Central,organic,65,Female
CUST-000435,2023-02-19,South,paid_search,75,Female
CUST-000436,2021-02-07,North,social,75,Female
CUST-000437,2022-10-13,Central,partner,27,Male
CUST-000438,2020-12-12,South,partner,58,Male
CUST-000439,2024-08-06,Central,social,62,Male
CUST-000440,2024-10-25,West,paid_search,56,Male
CUST-000441,2024-10-05,South,partner,23,Male
CUST-000442,2024-08-03,West,paid_search,24,Male
CUST-000443,2022-08-07,North,social,60,Male
CUST-000444,2023-11-19,South,referral,71,Female
CUST-000445,2022-03-28,South,social,32,Male
CUST-000446,2024-02-27,West,partner,24,Male
CUST-000447,2024-11-03,East,partner,45,Male
CUST-000448,2025-08-02,West,social,40,Male
CUST-000449,2023-04-22,East,partner,79,Female
CUST-000450,2021-03-29,West,paid_search,75,Female
CUST-000451,2021-06-23,North,referral,54,Female
CUST-000452,2025-03-17,West,referral,77,Female
CUST-000453,2023-10-23,North,organic,35,Male
CUST-000454,2022-05-20,North,referral,79,Female
CUST-000455,2022-12-27,West,referral,47,Female
CUST-000456,2026-04-20,North,paid_search,49,Male
CUST-000457,2023-01-30,West,organic,24,Female
CUST-000458,2026-07-10,North,referral,32,Female
CUST-000459,2025-12-29,North,referral,33,Female
CUST-000460,2022-09-29,Central,organic,50,Male
CUST-000461,2026-02-11,North,partner,33,Male
CUST-000462,2024-09-10,Central,organic,27,Male
CUST-000463,2023-03-10,South,organic,57,Male
CUST-000464,2022-10-01,West,referral,72,Female
CUST-000465,2024-01-12,Central,paid_search,26,Male
CUST-000466,2026-02-23,North,social,54,Female
CUST-000467,2021-11-13,South,organic,77,Male
CUST-000468,2020-11-18,East,paid_search,45,Male
CUST-000469,2021-04-27,Central,partner,32,Female
CUST-000470,2022-03-08,North,paid_search,26,Male
CUST-000471,2024-04-06,North,social,76,Male
CUST-000472,2021-05-28,South,partner,45,Male
CUST-000473,2023-10-15,South,social,28,Male
CUST-000474,2025-11-26,South,social,72,Female
CUST-000475,2021-07-01,North,organic,68,Female
CUST-000476,2024-10-10,Central,referral,62,Female
CUST-000477,2020-12-21,West,partner,26,Female
CUST-000478,2024-06-29,North,organic,26,Male
CUST-000479,2021-06-13,East,referral,34,Female
CUST-000480,2023-05-29,West,partner,31,Male
CUST-000481,2023-11-05,West,partner,52,Male
CUST-000482,2024-11-24,Central,referral,44,Female
CUST-000483,2021-08-03,West,social,66,Male
CUST-000484,2026-04-19,West,partner,27,Female
CUST-000485,2023-10-21,North,organic,64,Female
CUST-000486,2024-07-16,North,paid_search,76,Male
CUST-000487,2023-06-05,West,social,29,Male
CUST-000488,2025-03-12,Central,organic,59,Female
CUST-000489,2022-09-03,South,organic,51,Female
CUST-000490,2024-05-13,West,paid_search,27,Female
CUST-000491,2025-08-01,South,social,38,Female
CUST-000492,2025-07-13,East,partner,67,Male
CUST-000493,2022-06-29,West,organic,72,Male
CUST-000494,2025-02-02,West,paid_search,43,Female
CUST-000495,2024-10-18,North,social,28,Male
CUST-000496,2022-11-21,Central,paid_search,36,Female
CUST-000497,2024-08-29,Central,referral,70,Female
CUST-000498,2024-05-04,East,referral,55,Female
CUST-000499,2025-03-27,South,partner,46,Male
CUST-000500,2024-07-27,East,partner,22,Female
CUST-000501,2022-07-13,Central,social,67,Male
CUST-000502,2023-07-07,East,organic,48,Female
CUST-000503,2020-08-18,North,referral,53,Male
CUST-000504,2022-01-07,North,partner,70,Female
CUST-000505,2026-08-17,Central,referral,54,Male
CUST-000506,2024-05-23,West,partner,75,Male
CUST-000507,2024-11-19,West,partner,54,Male
CUST-000508,2023-02-27,North,paid_search,41,Female
CUST-000509,2025-01-27,North,organic,75,Male
CUST-000510,2020-11-06,South,social,59,Male
CUST-000511,2024-12-06,South,social,66,Male
CUST-000512,2023-06-21,South,social,35,Male
CUST-000513,2025-12-22,East,paid_search,60,Male
CUST-000514,2021-03-03,South,paid_search,54,Male
CUST-000515,2021-03-08,North,paid_search,28,Female
CUST-000516,2021-12-11,East,organic,36,Female
CUST-000517,2024-08-16,West,organic,74,Female
CUST-000518,2026-05-04,West,paid_search,55,Female
CUST-000519,2022-06-01,South,social,66,Male
CUST-000520,2024-01-27,South,paid_search,31,Female
CUST-000521,2020-08-23,East,referral,34,Male
CUST-000522,2022-07-06,North,referral,76,Female
CUST-000523,2023-06-12,Central,paid_search,46,Male
CUST-000524,2020-08-22,Central,social,73,Male
CUST-000525,2021-10-25,North,organic,68,Male
CUST-000526,2023-12-02,Central,social,41,Female
CUST-000527,2026-08-16,North,partner,77,Male
CUST-000528,2026-03-04,East,paid_search,67,Female
CUST-000529,2023-12-29,West,partner,29,Male
CUST-000530,2023-03-23,South,referral,27,Male
CUST-000531,2026-07-03,South,social,29,Female
CUST-000532,2025-12-04,North,organic,64,Female
CUST-000533,2022-06-06,West,organic,30,Female
CUST-000534,2022-03-06,North,referral,38,Female
CUST-000535,2026-07-18,East,social,47,Female
CUST-000536,2023-08-14,South,organic,29,Male
CUST-000537,2026-03-26,Central,partner,41,Female
CUST-000538,2022-05-08,Central,social,61,Female
CUST-000539,2021-08-22,Central,referral,78,Male
CUST-000540,2021-06-06,West,social,49,Male
CUST-000541,2023-01-18,East,partner,65,Female
CUST-000542,2022-12-12,South,paid_search,52,Male
CUST-000543,2021-02-10,North,social,49,Female
CUST-000544,2022-12-30,Central,partner,52,Male
CUST-000545,2023-12-23,South,organic,77,Male
CUST-000546,2022-02-11,East,referral,25,Male
CUST-000547,2023-02-01,North,partner,51,Male
CUST-000548,2021-08-11,South,social,24,Male
CUST-000549,2023-06-26,West,partner,72,Male
CUST-000550,2021-06-01,East,referral,56,Female
CUST-000551,2026-05-29,East,paid_search,24,Female
CUST-000552,2026-07-10,South,organic,58,Male
CUST-000553,2026-02-07,North,organic,47,Male
CUST-000554,2023-04-29,Central,partner,24,Female
CUST-000555,2022-06-07,East,social,78,Female
CUST-000556,2025-05-28,South,organic,43,Female
CUST-000557,2025-10-13,South,partner,23,Female
CUST-000558,2021-07-08,West,referral,57,Male
CUST-000559,2022-03-15,East,organic,43,Male
CUST-000560,2022-10-15,South,paid_search,60,Male
CUST-000561,2023-10-10,Central,paid_search,31,Female
CUST-000562,2024-03-03,Central,partner,70,Female
CUST-000563,2026-08-13,North,paid_search,46,Female
CUST-000564,2025-08-15,West,social,46,Female
CUST-000565,2021-03-22,Central,paid_search,68,Female
CUST-000566,2024-09-01,East,organic,53,Female
CUST-000567,2022-05-27,North,organic,22,Male
CUST-000568,2022-05-27,North,referral,55,Male
CUST-000569,2024-11-13,West,referral,59,Male
CUST-000570,2025-06-29,Central,partner,40,Female
CUST-000571,2022-06-22,North,referral,32,Male
