transaction_id,customer_id,transaction_date,amount,transaction_type,status,payment_method
57,CUST-000009,2026-08-16,27.95,payment,success,Mailed check
58,CUST-000010,2026-03-16,95.08,payment,success,Electronic check
59,CUST-000010,2026-04-16,95.08,payment,success,Electronic check
60,CUST-000010,2026-05-16,95.08,payment,success,Electronic check
61,CUST-000010,2026-06-16,95.08,payment,success,Electronic check
62,CUST-000010,2026-07-16,95.08,payment,success,Electronic check
63,CUST-000010,2026-08-16,95.08,failed_payment,failed,Electronic check
64,CUST-000011,2026-03-16,49.29,payment,success,Electronic check
65,CUST-000011,2026-04-16,49.29,payment,success,Electronic check
66,CUST-000011,2026-05-16,49.29,payment,success,Electronic check
67,CUST-000011,2026-06-16,49.29,payment,success,Electronic check
68,CUST-000011,2026-07-16,49.29,payment,success,Electronic check
69,CUST-000011,2026-08-16,49.29,payment,success,Electronic check
70,CUST-000012,2026-03-16,108.93,payment,success,Mailed check
71,CUST-000012,2026-04-16,108.93,payment,success,Mailed check
72,CUST-000012,2026-05-16,108.93,payment,success,Mailed check
73,CUST-000012,2026-06-16,108.93,payment,success,Mailed check
74,CUST-000012,2026-07-16,108.93,payment,success,Mailed check
75,CUST-000012,2026-08-16,108.93,payment,success,Mailed check
76,CUST-000013,2026-03-16,96.21,payment,success,Mailed check
77,CUST-000013,2026-04-16,96.21,payment,success,Mailed check
78,CUST-000013,2026-05-16,96.21,payment,success,Mailed check
79,CUST-000013,2026-06-16,96.21,payment,success,Mailed check
80,CUST-000013,2026-07-16,96.21,payment,success,Mailed check
81,CUST-000013,2026-08-16,96.21,payment,success,Mailed check
82,CUST-000014,2026-03-16,89.82,payment,success,Bank transfer
83,CUST-000014,2026-04-16,89.82,payment,success,Bank transfer
84,CUST-000014,2026-05-16,89.82,payment,success,Bank transfer
85,CUST-000014,2026-06-16,89.82,payment,success,Bank transfer
86,CUST-000014,2026-07-16,89.82,payment,success,Bank transfer
87,CUST-000014,2026-08-16,89.82,payment,success,Bank transfer
88,CUST-000015,2026-03-16,47.86,payment,success,Electronic check
89,CUST-000015,2026-04-16,47.86,payment,success,Electronic check
90,CUST-000015,2026-05-16,47.86,payment,success,Electronic check
91,CUST-000015,2026-06-16,47.86,payment,success,Electronic check
92,CUST-000015,2026-07-16,47.86,payment,success,Electronic check
93,CUST-000015,2026-08-16,47.86,payment,success,Electronic check
94,CUST-000016,2026-03-16,90.89,failed_payment,failed,Electronic check
95,CUST-000016,2026-04-16,90.89,payment,success,Electronic check
96,CUST-000016,2026-05-16,90.89,payment,success,Electronic check
97,CUST-000016,2026-06-16,90.89,payment,success,Electronic check
98,CUST-000016,2026-07-16,90.89,payment,success,Electronic check
99,CUST-000016,2026-08-16,90.89,payment,success,Electronic check
100,CUST-000017,2026-03-16,114.81,payment,success,Bank transfer
101,CUST-000017,2026-04-16,114.81,payment,success,Bank transfer
102,CUST-000017,2026-05-16,114.81,payment,success,Bank transfer
103,CUST-000017,2026-06-16,114.81,payment,success,Bank transfer
104,CUST-000017,2026-07-16,114.81,payment,success,Bank transfer
105,CUST-000017,2026-08-16,114.81,payment,success,Bank transfer
106,CUST-000018,2026-03-16,29.16,payment,success,Mailed check
107,CUST-000018,2026-04-16,29.16,payment,success,Mailed check
108,CUST-000018,2026-05-16,29.16,payment,success,Mailed check
109,CUST-000018,2026-06-16,29.16,payment,success,Mailed check
110,CUST-000018,2026-07-16,29.16,payment,success,Mailed check
111,CUST-000018,2026-08-16,29.16,payment,success,Mailed check
112,CUST-000019,2026-03-16,52.62,payment,success,Mailed check
113,CUST-000019,2026-04-16,52.62,payment,success,Mailed check
114,CUST-000019,2026-05-16,52.62,payment,success,Mailed check
115,CUST-000019,2026-06-16,52.62,payment,success,Mailed check
116,CUST-000019,2026-07-16,52.62,payment,success,Mailed check
117,CUST-000019,2026-08-16,52.62,payment,success,Mailed check
118,CUST-000020,2026-03-16,43.47,payment,success,Electronic check
119,CUST-000020,2026-04-16,43.47,payment,success,Electronic check
120,CUST-000020,2026-05-16,43.47,payment,success,Electronic check
121,CUST-000020,2026-06-16,43.47,payment,success,Electronic check
122,CUST-000020,2026-07-16,43.47,payment,success,Electronic check
123,CUST-000020,2026-08-16,43.47,failed_payment,failed,Electronic check
124,CUST-000020,2026-08-19,43.47,payment,success,Electronic check
125,CUST-000021,2026-03-16,59.33,payment,success,Electronic check
126,CUST-000021,2026-04-16,59.33,payment,success,Electronic check
127,CUST-000021,2026-05-16,59.33,payment,success,Electronic check
128,CUST-000021,2026-06-16,59.33,payment,success,Electronic check
129,CUST-000021,2026-07-16,59.33,payment,success,Electronic check
130,CUST-000021,2026-08-16,59.33,payment,success,Electronic check
131,CUST-000022,2026-03-16,94.23,payment,success,Mailed check
132,CUST-000022,2026-04-16,94.23,payment,success,Mailed check
133,CUST-000022,2026-05-16,94.23,payment,success,Mailed check
134,CUST-000022,2026-06-16,94.23,payment,success,Mailed check
135,CUST-000022,2026-07-16,94.23,payment,success,Mailed check
136,CUST-000022,2026-08-16,94.23,payment,success,Mailed check
137,CUST-000023,2026-03-16,67.42,payment,success,Mailed check
138,CUST-000023,2026-04-16,67.42,payment,success,Mailed check
139,CUST-000023,2026-05-16,67.42,payment,success,Mailed check
140,CUST-000023,2026-06-16,67.42,payment,success,Mailed check
141,CUST-000023,2026-07-16,67.42,payment,success,Mailed check
142,CUST-000023,2026-08-16,67.42,payment,success,Mailed check
143,CUST-000024,2026-03-16,77.07,payment,success,Credit card
144,CUST-000024,2026-04-16,77.07,payment,success,Credit card
145,CUST-000024,2026-05-16,77.07,payment,success,Credit card
146,CUST-000024,2026-06-16,77.07,payment,success,Credit card
147,CUST-000024,2026-07-16,77.07,failed_payment,failed,Credit card
148,CUST-000024,2026-07-19,77.07,payment,success,Credit card
149,CUST-000024,2026-08-16,77.07,payment,success,Credit card
150,CUST-000025,2026-03-16,51.42,payment,success,Credit card
151,CUST-000025,2026-04-16,51.42,payment,success,Credit card
152,CUST-000025,2026-05-16,51.42,payment,success,Credit card
153,CUST-000025,2026-06-16,51.42,payment,success,Credit card
154,CUST-000025,2026-07-16,51.42,payment,success,Credit card
155,CUST-000025,2026-08-16,51.42,payment,success,Credit card
156,CUST-000026,2026-03-16,34.13,payment,success,Mailed check
157,CUST-000026,2026-04-16,34.13,payment,success,Mailed check
158,CUST-000026,2026-05-16,34.13,payment,success,Mailed check
159,CUST-000026,2026-06-16,34.13,payment,success,Mailed check
160,CUST-000026,2026-07-16,34.13,payment,success,Mailed check
161,CUST-000026,2026-08-16,34.13,payment,success,Mailed check
162,CUST-000027,2026-03-16,46.69,payment,success,Mailed check
163,CUST-000027,2026-04-16,46.69,payment,success,Mailed check
164,CUST-000027,2026-05-16,46.69,payment,success,Mailed check
165,CUST-000027,2026-06-16,46.69,payment,success,Mailed check
166,CUST-000027,2026-07-16,46.69,payment,success,Mailed check
167,CUST-000027,2026-08-16,46.69,payment,success,Mailed check
168,CUST-000028,2026-03-16,105.97,payment,success,Mailed check
169,CUST-000028,2026-04-16,105.97,payment,success,Mailed check
170,CUST-000028,2026-05-16,105.97,payment,success,Mailed check
171,CUST-000028,2026-06-16,105.97,payment,success,Mailed check
172,CUST-000028,2026-07-16,105.97,payment,success,Mailed check
173,CUST-000028,2026-08-16,105.97,payment,success,Mailed check
174,CUST-000029,2026-03-16,80.24,payment,success,Bank transfer
175,CUST-000029,2026-04-16,80.24,payment,success,Bank transfer
176,CUST-000029,2026-05-16,80.24,payment,success,Bank transfer
177,CUST-000029,2026-06-16,80.24,payment,success,Bank transfer
178,CUST-000029,2026-07-16,80.24,payment,success,Bank transfer
179,CUST-000029,2026-08-16,80.24,payment,success,Bank transfer
180,CUST-000030,2026-03-16,57.8,payment,success,Mailed check
181,CUST-000030,2026-04-16,57.8,payment,success,Mailed check
182,CUST-000030,2026-05-16,57.8,payment,success,Mailed check
183,CUST-000030,2026-06-16,57.8,payment,success,Mailed check
184,CUST-000030,2026-07-16,57.8,failed_payment,failed,Mailed check
185,CUST-000030,2026-07-19,57.8,payment,success,Mailed check
186,CUST-000030,2026-08-16,57.8,payment,success,Mailed check
187,CUST-000031,2026-03-16,98.99,payment,success,Credit card
188,CUST-000031,2026-04-16,98.99,payment,success,Credit card
189,CUST-000031,2026-05-16,98.99,payment,success,Credit card
190,CUST-000031,2026-06-16,98.99,payment,success,Credit card
191,CUST-000031,2026-07-16,98.99,payment,success,Credit card
192,CUST-000031,2026-08-16,98.99,payment,success,Credit card
193,CUST-000032,2026-03-16,26.45,payment,success,Credit card
194,CUST-000032,2026-04-16,26.45,payment,success,Credit card
195,CUST-000032,2026-05-16,26.45,payment,success,Credit card
196,CUST-000032,2026-06-16,26.45,payment,success,Credit card
197,CUST-000032,2026-07-16,26.45,payment,success,Credit card
198,CUST-000032,2026-08-16,26.45,payment,success,Credit card
199,CUST-000033,2026-03-16,45.39,payment,success,Mailed check
200,CUST-000033,2026-04-16,45.39,payment,success,Mailed check
201,CUST-000033,2026-05-16,45.39,payment,success,Mailed check
202,CUST-000033,2026-06-16,45.39,payment,success,Mailed check
203,CUST-000033,2026-07-16,45.39,payment,success,Mailed check
204,CUST-000033,2026-08-16,45.39,payment,success,Mailed check
205,CUST-000034,2026-03-16,43.01,payment,success,Electronic check
206,CUST-000034,2026-04-16,43.01,failed_payment,failed,Electronic check
207,CUST-000034,2026-05-16,43.01,payment,success,Electronic check
208,CUST-000034,2026-06-16,43.01,payment,success,Electronic check
209,CUST-000034,2026-07-16,43.01,payment,success,Electronic check
210,CUST-000034,2026-08-16,43.01,payment,success,Electronic check
211,CUST-000035,2026-03-16,118.54,payment,success,Electronic check
212,CUST-000035,2026-04-16,118.54,payment,success,Electronic check
213,CUST-000035,2026-05-16,118.54,payment,success,Electronic check
214,CUST-000035,2026-06-16,118.54,payment,success,Electronic check
215,CUST-000035,2026-07-16,118.54,payment,success,Electronic check
216,CUST-000035,2026-08-16,118.54,payment,success,Electronic check
217,CUST-000036,2026-03-16,90.61,payment,success,Credit card
218,CUST-000036,2026-04-16,90.61,failed_payment,failed,Credit card
219,CUST-000036,2026-05-16,90.61,payment,success,Credit card
220,CUST-000036,2026-06-16,90.61,payment,success,Credit card
221,CUST-000036,2026-07-16,90.61,payment,success,Credit card
222,CUST-000036,2026-08-16,90.61,payment,success,Credit card
223,CUST-000037,2026-03-16,81.78,payment,success,Mailed check
224,CUST-000037,2026-04-16,81.78,payment,success,Mailed check
225,CUST-000037,2026-05-16,81.78,payment,success,Mailed check
226,CUST-000037,2026-06-16,81.78,payment,success,Mailed check
227,CUST-000037,2026-07-16,81.78,payment,success,Mailed check
228,CUST-000037,2026-08-16,81.78,payment,success,Mailed check
229,CUST-000038,2026-03-16,20.5,payment,success,Mailed check
230,CUST-000038,2026-04-16,20.5,failed_payment,failed,Mailed check
231,CUST-000038,2026-05-16,20.5,payment,success,Mailed check
232,CUST-000038,2026-06-16,20.5,payment,success,Mailed check
233,CUST-000038,2026-07-16,20.5,payment,success,Mailed check
234,CUST-000038,2026-08-16,20.5,payment,success,Mailed check
235,CUST-000039,2026-03-16,38.43,payment,success,Bank transfer
236,CUST-000039,2026-04-16,38.43,payment,success,Bank transfer
237,CUST-000039,2026-05-16,38.43,payment,success,Bank transfer
238,CUST-000039,2026-06-16,38.43,payment,success,Bank transfer
239,CUST-000039,2026-07-16,38.43,payment,success,Bank transfer
240,CUST-000039,2026-08-16,38.43,payment,success,Bank transfer
241,CUST-000040,2026-03-16,83.55,payment,success,Credit card
242,CUST-000040,2026-04-16,83.55,payment,success,Credit card
243,CUST-000040,2026-05-16,83.55,payment,success,Credit card
244,CUST-000040,2026-06-16,83.55,payment,success,Credit card
245,CUST-000040,2026-07-16,83.55,payment,success,Credit card
246,CUST-000040,2026-08-16,83.55,payment,success,Credit card
247,CUST-000041,2026-03-16,57.97,payment,success,Mailed check
248,CUST-000041,2026-04-16,57.97,failed_payment,failed,Mailed check
249,CUST-000041,2026-05-16,57.97,failed_payment,failed,Mailed check
250,CUST-000041,2026-05-19,57.97,payment,success,Mailed check
251,CUST-000041,2026-06-16,57.97,failed_payment,failed,Mailed check
252,CUST-000041,2026-06-19,57.97,payment,success,Mailed check
253,CUST-000041,2026-07-16,57.97,payment,success,Mailed check
254,CUST-000041,2026-08-16,57.97,failed_payment,failed,Mailed check
255,CUST-000041,2026-08-19,57.97,payment,success,Mailed check
256,CUST-000042,2026-03-16,112.43,payment,success,Mailed check
257,CUST-000042,2026-04-16,112.43,payment,success,Mailed check
258,CUST-000042,2026-05-16,112.43,payment,success,Mailed check
259,CUST-000042,2026-06-16,112.43,payment,success,Mailed check
260,CUST-000042,2026-07-16,112.43,payment,success,Mailed check
261,CUST-000042,2026-08-16,112.43,payment,success,Mailed check
262,CUST-000043,2026-03-16,96.47,payment,success,Credit card
263,CUST-000043,2026-04-16,96.47,payment,success,Credit card
264,CUST-000043,2026-05-16,96.47,failed_payment,failed,Credit card
265,CUST-000043,2026-06-16,96.47,payment,success,Credit card
266,CUST-000043,2026-07-16,96.47,payment,success,Credit card
267,CUST-000043,2026-08-16,96.47,payment,success,Credit card
268,CUST-000044,2026-03-16,64.74,payment,success,Electronic check
269,CUST-000044,2026-04-16,64.74,payment,success,Electronic check
270,CUST-000044,2026-05-16,64.74,payment,success,Electronic check
271,CUST-000044,2026-06-16,64.74,failed_payment,failed,Electronic check
272,CUST-000044,2026-07-16,64.74,payment,success,Electronic check
273,CUST-000044,2026-08-16,64.74,payment,success,Electronic check
274,CUST-000045,2026-03-16,94.95,payment,success,Credit card
275,CUST-000045,2026-04-16,94.95,payment,success,Credit card
276,CUST-000045,2026-05-16,94.95,payment,success,Credit card
277,CUST-000045,2026-06-16,94.95,payment,success,Credit card
278,CUST-000045,2026-07-16,94.95,payment,success,Credit card
279,CUST-000045,2026-08-16,94.95,payment,success,Credit card
280,CUST-000046,2026-03-16,117.54,failed_payment,failed,Bank transfer
281,CUST-000046,2026-03-19,117.54,payment,success,Bank transfer
282,CUST-000046,2026-04-16,117.54,payment,success,Bank transfer
283,CUST-000046,2026-05-16,117.54,payment,success,Bank transfer
284,CUST-000046,2026-06-16,117.54,payment,success,Bank transfer
285,CUST-000046,2026-07-16,117.54,payment,success,Bank transfer
286,CUST-000046,2026-08-16,117.54,payment,success,Bank transfer
287,CUST-000047,2026-03-16,66.1,payment,success,Electronic check
288,CUST-000047,2026-04-16,66.1,payment,success,Electronic check
289,CUST-000047,2026-05-16,66.1,payment,success,Electronic check
290,CUST-000047,2026-06-16,66.1,payment,success,Electronic check
291,CUST-000047,2026-07-16,66.1,payment,success,Electronic check
292,CUST-000047,2026-08-16,66.1,payment,success,Electronic check
293,CUST-000048,2026-03-16,84.25,payment,success,Electronic check
294,CUST-000048,2026-04-16,84.25,payment,success,Electronic check
295,CUST-000048,2026-05-16,84.25,payment,success,Electronic check
296,CUST-000048,2026-06-16,84.25,payment,success,Electronic check
297,CUST-000048,2026-07-16,84.25,payment,success,Electronic check
298,CUST-000048,2026-08-16,84.25,payment,success,Electronic check
299,CUST-000049,2026-03-16,111.87,payment,success,Bank transfer
300,CUST-000049,2026-04-16,111.87,payment,success,Bank transfer
301,CUST-000049,2026-05-16,111.87,failed_payment,failed,Bank transfer
302,CUST-000049,2026-06-16,111.87,payment,success,Bank transfer
303,CUST-000049,2026-07-16,111.87,payment,success,Bank transfer
304,CUST-000049,2026-08-16,111.87,payment,success,Bank transfer
305,CUST-000050,2026-03-16,44.87,payment,success,Credit card
306,CUST-000050,2026-04-16,44.87,failed_payment,failed,Credit card
307,CUST-000050,2026-05-16,44.87,payment,success,Credit card
308,CUST-000050,2026-06-16,44.87,payment,success,Credit card
309,CUST-000050,2026-07-16,44.87,payment,success,Credit card
310,CUST-000050,2026-08-16,44.87,failed_payment,failed,Credit card
311,CUST-000050,2026-08-19,44.87,payment,success,Credit card
312,CUST-000051,2026-03-16,108.66,payment,success,Electronic check
313,CUST-000051,2026-04-16,108.66,payment,success,Electronic check
314,CUST-000051,2026-05-16,108.66,payment,success,Electronic check
315,CUST-000051,2026-06-16,108.66,payment,success,Electronic check
316,CUST-000051,2026-07-16,108.66,payment,success,Electronic check
317,CUST-000051,2026-08-16,108.66,payment,success,Electronic check
318,CUST-000052,2026-03-16,29.75,payment,success,Bank transfer
319,CUST-000052,2026-04-16,29.75,payment,success,Bank transfer
320,CUST-000052,2026-05-16,29.75,payment,success,Bank transfer
321,CUST-000052,2026-06-16,29.75,payment,success,Bank transfer
322,CUST-000052,2026-07-16,29.75,payment,success,Bank transfer
323,CUST-000052,2026-08-16,29.75,payment,success,Bank transfer
324,CUST-000053,2026-03-16,84.84,payment,success,Credit card
325,CUST-000053,2026-04-16,84.84,failed_payment,failed,Credit card
326,CUST-000053,2026-05-16,84.84,payment,success,Credit card
327,CUST-000053,2026-06-16,84.84,payment,success,Credit card
328,CUST-000053,2026-07-16,84.84,payment,success,Credit card
329,CUST-000053,2026-08-16,84.84,failed_payment,failed,Credit card
330,CUST-000054,2026-03-16,98.28,payment,success,Bank transfer
331,CUST-000054,2026-04-16,98.28,payment,success,Bank transfer
332,CUST-000054,2026-05-16,98.28,payment,success,Bank transfer
333,CUST-000054,2026-06-16,98.28,payment,success,Bank transfer
334,CUST-000054,2026-07-16,98.28,payment,success,Bank transfer
335,CUST-000054,2026-08-16,98.28,payment,success,Bank transfer
336,CUST-000055,2026-03-16,81.46,payment,success,Bank transfer
337,CUST-000055,2026-04-16,81.46,payment,success,Bank transfer
338,CUST-000055,2026-05-16,81.46,payment,success,Bank transfer
339,CUST-000055,2026-06-16,81.46,payment,success,Bank transfer
340,CUST-000055,2026-07-16,81.46,payment,success,Bank transfer
341,CUST-000055,2026-08-16,81.46,payment,success,Bank transfer
342,CUST-000056,2026-03-16,69.55,payment,success,Electronic check
343,CUST-000056,2026-04-16,69.55,payment,success,Electronic check
344,CUST-000056,2026-05-16,69.55,payment,success,Electronic check
345,CUST-000056,2026-06-16,69.55,payment,success,Electronic check
346,CUST-000056,2026-07-16,69.55,payment,success,Electronic check
347,CUST-000056,2026-08-16,69.55,payment,success,Electronic check
348,CUST-000057,2026-03-16,81.73,payment,success,Bank transfer
349,CUST-000057,2026-04-16,81.73,payment,success,Bank transfer
350,CUST-000057,2026-05-16,81.73,payment,success,Bank transfer
351,CUST-000057,2026-06-16,81.73,payment,success,Bank transfer
352,CUST-000057,2026-07-16,81.73,payment,success,Bank transfer
353,CUST-000057,2026-08-16,81.73,payment,success,Bank transfer
354,CUST-000058,2026-03-16,35.17,payment,success,Bank transfer
355,CUST-000058,2026-04-16,35.17,payment,success,Bank transfer
356,CUST-000058,2026-05-16,35.17,payment,success,Bank transfer
357,CUST-000058,2026-06-16,35.17,payment,success,Bank transfer
358,CUST-000058,2026-07-16,35.17,payment,success,Bank transfer
359,CUST-000058,2026-08-16,35.17,payment,success,Bank transfer
360,CUST-000059,2026-03-16,41.56,payment,success,Electronic check
361,CUST-000059,2026-04-16,41.56,payment,success,Electronic check
362,CUST-000059,2026-05-16,41.56,payment,success,Electronic check
363,CUST-000059,2026-06-16,41.56,payment,success,Electronic check
364,CUST-000059,2026-07-16,41.56,payment,success,Electronic check
365,CUST-000059,2026-08-16,41.56,payment,success,Electronic check
366,CUST-000060,2026-03-16,46.99,payment,success,Mailed check
367,CUST-000060,2026-04-16,46.99,failed_payment,failed,Mailed check
368,CUST-000060,2026-04-19,46.99,payment,success,Mailed check
369,CUST-000060,2026-05-16,46.99,payment,success,Mailed check
370,CUST-000060,2026-06-16,46.99,payment,success,Mailed check
371,CUST-000060,2026-07-16,46.99,failed_payment,failed,Mailed check
372,CUST-000060,2026-08-16,46.99,payment,success,Mailed check
373,CUST-000061,2026-03-16,79.78,payment,success,Credit card
374,CUST-000061,2026-04-16,79.78,payment,success,Credit card
375,CUST-000061,2026-05-16,79.78,payment,success,Credit card
376,CUST-000061,2026-06-16,79.78,payment,success,Credit card
377,CUST-000061,2026-07-16,79.78,payment,success,Credit card
378,CUST-000061,2026-08-16,79.78,payment,success,Credit card
379,CUST-000062,2026-03-16,64.19,payment,success,Credit card
380,CUST-000062,2026-04-16,64.19,payment,success,Credit card
381,CUST-000062,2026-05-16,64.19,payment,success,Credit card
382,CUST-000062,2026-06-16,64.19,payment,success,Credit card
383,CUST-000062,2026-07-16,64.19,payment,success,Credit card
384,CUST-000062,2026-08-16,64.19,failed_payment,failed,Credit card
385,CUST-000062,2026-08-19,64.19,payment,success,Credit card
386,CUST-000063,2026-03-16,44.45,payment,success,Electronic check
387,CUST-000063,2026-04-16,44.45,payment,success,Electronic check
388,CUST-000063,2026-05-16,44.45,payment,success,Electronic check
389,CUST-000063,2026-06-16,44.45,payment,success,Electronic check
390,CUST-000063,2026-07-16,44.45,payment,success,Electronic check
391,CUST-000063,2026-08-16,44.45,payment,success,Electronic check
392,CUST-000064,2026-03-16,108.28,payment,success,Bank transfer
393,CUST-000064,2026-04-16,108.28,payment,success,Bank transfer
394,CUST-000064,2026-05-16,108.28,payment,success,Bank transfer
395,CUST-000064,2026-06-16,108.28,payment,success,Bank transfer
396,CUST-000064,2026-07-16,108.28,payment,success,Bank transfer
397,CUST-000064,2026-08-16,108.28,payment,success,Bank transfer
398,CUST-000065,2026-03-16,57.39,payment,success,Bank transfer
399,CUST-000065,2026-04-16,57.39,payment,success,Bank transfer
400,CUST-000065,2026-05-16,57.39,payment,success,Bank transfer
401,CUST-000065,2026-06-16,57.39,payment,success,Bank transfer
402,CUST-000065,2026-07-16,57.39,payment,success,Bank transfer
403,CUST-000065,2026-08-16,57.39,payment,success,Bank transfer
404,CUST-000066,2026-03-16,64.6,payment,success,Bank transfer
405,CUST-000066,2026-04-16,64.6,payment,success,Bank transfer
406,CUST-000066,2026-05-16,64.6,payment,success,Bank transfer
407,CUST-000066,2026-06-16,64.6,payment,success,Bank transfer
408,CUST-000066,2026-07-16,64.6,payment,success,Bank transfer
409,CUST-000066,2026-08-16,64.6,payment,success,Bank transfer
410,CUST-000067,2026-03-16,60.97,payment,success,Bank transfer
411,CUST-000067,2026-04-16,60.97,payment,success,Bank transfer
412,CUST-000067,2026-05-16,60.97,payment,success,Bank transfer
413,CUST-000067,2026-06-16,60.97,failed_payment,failed,Bank transfer
414,CUST-000067,2026-06-19,60.97,payment,success,Bank transfer
415,CUST-000067,2026-07-16,60.97,payment,success,Bank transfer
416,CUST-000067,2026-08-16,60.97,payment,success,Bank transfer
417,CUST-000068,2026-03-16,38.19,payment,success,Credit card
418,CUST-000068,2026-04-16,38.19,payment,success,Credit card
419,CUST-000068,2026-05-16,38.19,payment,success,Credit card
420,CUST-000068,2026-06-16,38.19,payment,success,Credit card
421,CUST-000068,2026-07-16,38.19,failed_payment,failed,Credit card
422,CUST-000068,2026-07-19,38.19,payment,success,Credit card
423,CUST-000068,2026-08-16,38.19,payment,success,Credit card
424,CUST-000069,2026-03-16,93.16,payment,success,Mailed check
425,CUST-000069,2026-04-16,93.16,payment,success,Mailed check
426,CUST-000069,2026-05-16,93.16,payment,success,Mailed check
427,CUST-000069,2026-06-16,93.16,payment,success,Mailed check
428,CUST-000069,2026-07-16,93.16,payment,success,Mailed check
429,CUST-000069,2026-08-16,93.16,payment,success,Mailed check
430,CUST-000070,2026-03-16,64.85,payment,success,Bank transfer
431,CUST-000070,2026-04-16,64.85,payment,success,Bank transfer
432,CUST-000070,2026-05-16,64.85,payment,success,Bank transfer
433,CUST-000070,2026-06-16,64.85,payment,success,Bank transfer
434,CUST-000070,2026-07-16,64.85,payment,success,Bank transfer
435,CUST-000070,2026-08-16,64.85,payment,success,Bank transfer
436,CUST-000071,2026-03-16,21.63,payment,success,Bank transfer
437,CUST-000071,2026-04-16,21.63,payment,success,Bank transfer
438,CUST-000071,2026-05-16,21.63,payment,success,Bank transfer
439,CUST-000071,2026-06-16,21.63,payment,success,Bank transfer
440,CUST-000071,2026-07-16,21.63,payment,success,Bank transfer
441,CUST-000071,2026-08-16,21.63,payment,success,Bank transfer
442,CUST-000072,2026-03-16,116.4,payment,success,Bank transfer
443,CUST-000072,2026-04-16,116.4,payment,success,Bank transfer
444,CUST-000072,2026-05-16,116.4,payment,success,Bank transfer
